review,sentiment
almost month using iphone gb apple known one premium phone manufacturer compromise quality user experience simplicity certain apple product brand appeal indian market appeal allows charge surplus customer product opinion differ justified like evaluate phone feature cost build quality design phone absolutely fantastic curve right place tactile button scream premium pick phone foot weight came phone samsung galaxy first thing notice disparity weight probably due lcd screen former compared oled galaxy series screen iphone 11is liquid retina display fancy term highly polished well optimised lcd screen good screen slightly 720p resolution everyday activity people notice noticed screen major downside phone shelling almost customer deserves least 1080p screen today budget phone come 1080p screen step back apple definitely appreciated also necessary mention prefer oled screen lcd due deep black high contrast ratio surprisingly lcd screen iphone better oled screen compared xaomi note series vivo oppo samsung screen ridiculously amazing even series phone another positive iphone amazing battery life heavy user lot video streaming music time bluetooth wifi location browsing multiple call daily video conference meeting push email official personal light browsing social medium site lot photo video beast survives whole day thing irks puny watt charger box take close h charge suggest buy watt charger sold separately apple provided watt charger box price point another frustrating part apple ecosystem icloud storage essentially required want back phone photo etc cost 50gb per month apple pull ecosystem service must say excellent apple ecosystem stress free seamless phrase work really work macbook pro iphone work really well laptop allowing answer call message right laptop one feature sure grew start pandemic face recognition safe secure absolutely amazing work authentication requirement phone beautiful understand appeal face recognition solo chip google pixel4 btw pandemic accompanying mask created hurdle face recognition today wonder fingerprint would better fancy face recognition one favourite camera apple made name reputation camera say much topic well known google pixel compete photo department iphone definitely video king another key area apple made name security encryption privacy policy one major reason premium price tag give phone enthusiastic star wish improve screen price point least 1080p include respectable charger box talked o believe io android personal choice reviewing key feature iphone hardware,neutral
apple iphone received today already opened got without deal plastic cover know damaged inside touching itplease take back give completely new packed one extremely upset,neutral
minor scratch glass front end visible viewed light properly seems like thread cloth also touch area nothing felt exchange item possible although since amazon fulfilled care free would damage day able notice damage although everything else look fine would great exchange made possible coz end day much money put think would buying electronics product amazon better buy store co check everything spot,very negative
year iphone finally decided take upgrade iphone must say totally value money using continuously since morning hour usage battery come looking high end value money smartphone bug however io bug sorted soon sure upcoming update,very negative
mrp product 69k 128gb variant amazon selling 6k saying revised price april justified also opted month cost emi see credit card statement entire amount due amazon claiming opted emi option asking whether took screenshot making payment unprofessional behaviournow come phone everything awesome except whenever make call incoming call network number dy quality call terrible using dual sim sure bcoz battery also taking much time get chargedmobile heating half hour use,very negative
camera good smooth touch fantastic sound quality fantastic look performance good,positive
mom got phone using oneplus 5t year change wanted try io heavy user pixel peeper also incline towards fancy colored phone thought advising go iphone coming phone say iphone really good one fulfilling many duty list point regarding phone pro great camera realistic color best video recording mobilesomewhere great excellent battery lifethe software experience great apple way thing whole experience fluidicthe phone feel expensive give feel good factor also build pretty stellar even people commenting side alluminium steel con many buyer even youtubers saying display great wont notice difference day day life dont want sugarcoat thing display decent great day day life texting application general usage phone wont feel difference correct get medium apps like youtube netflix etc notice difference lower resolution escaping fact also notice great difference screenshots containing text display opinion would main deal breaker case phone mom tech geek loving purple color camera phone also data transferring phone laptop phone frustrate sure suggest rely cloud based service manual cable sync process conclusion personal thought overall phone great one tech geek want latest iphone also great pick want great hardware flagship tech prefer watching medium laptop smart tv,neutral
regret buy camera quality awesome performance phone next level lucky phone pocket,very negative
found black spot set given defective piece able give replacement also next day purchase,neutral
beautiful io fluid smooth lag whatsoever camera take awesome pic best part battery easily last day maybe fairly intensive use moving android io already know never ever going back android phone feel solid sturdy hand negative write even though really thought writing review never fair without writing pro con go eye closed go wrong go gig definitely need,neutral
battery life can complain much pretty decent w charger need changed big timecamera video quality best smartphone wide angle night mode need considered picture quality good think time picture orangish indian skin tone opinion honestsound quality crisp clear may loudest clarity top notchprocessor bestscreen quality found okay keep expectation high great job lcdvalue money iphone definitely value money get money spare pro model main motive camera interest incease apple ecosystem go samsung note plus op 7t pro,neutral
hii purchased phone first week june trusting amazon phone defective failed update failed connect serversfinding solution used old version io hoping work finebut working fine everytime hang able worktoday putting charging blast battery since workingi exceeded return period perhaps thousand gone drain,very negative
always fascinated iphones never bought one due lockdown postponed shopping month older phone bugging lot buy new one first sure online shopping iphone pandemic left choice ultimately ordered long contemplation say happy purchase keep using update review according experience,very negative
buttery smooth superb display comparable samsung super amoledawesome cameralcd benifitcons major isheating bit little buggy software update might solve issue overall device bang buck,very negative
battery cannot hold long also let point obvious 18w charger getting miss box still current unix linux run google android o phone like samsung cost 15k come 15w charger camera night mode useful kind light help expose picture make fee like feature phone early year sound call quality also networksound spot music audio video call crystal clear must add front firing speaker great addition make interesting make vent acoustic speaker three instead dummy vent network kind case issue poor unstable connection camera live photo new hardware module work superb decent lighting take couple second figure frame sensor throughly job picking subject color shadow adding apple magic every photo pi would preferred apple insurance warranty extension aware exchange sale value phone like lately,very negative
actually ordered phone without checking review believed apple quality amazon delivery later checked negative comment bit worried people commented saying faced heating issue camera problem audio sound issue however received mobile yesterday fortunately everything good update review encounter aforementioned problem future gave star instead lot problem exchanging older phone delivery initially scheduled july delivery guy uneducated know exchange process wasted hour process day finally july new delivery guy came resolved process,very negative
alright review going little long hear first thing first delivery time seller provided u genuine product thumb let talk little phone sibling one reasonable one a13 bionic processor meaning one best smartphone industry all day battery life great degree water dust resistance wireless charging extra ultra wide camera extra sim via esim excellent io support guaranteed year come never miss new exciting software feature confused getting iphone pro max version well paying lot amoled screen extra lens camera otherwise phone nearly identical high recommendation product,negative
switched realme1 phone obviously blown away animation smooth phone premium feel something u feel like u carry around next year playing game whole level phone u play max setting pubg game would draw max percentage isnt bad pubg demanding game running max setting good deal privacy side also apple remarkable face id permission mechanism every app also 100x better counterpart android well optimised really awesome phone highly recommend u want phone urgently u wait till iphone jus note last year flagship throw samsung s20 ultra run circle around performace level,very negative
awesome,very negative
excellent phone far bought secure access fortunately amazon delivery time good downside phone heavy brick compared similarly sized s10 heavy single hand use easily tired finger hand picture great wide angle good people distorts edge picture speaker sound also slightly mutted face id fails occasionally live issue weight phone dissapointing,neutral
got th aug open due corona travel hp put use day back problem sound low sound put speaker hear conversation new brand phone problem kindly look also corona time return replace window little relaxed senior citizen take risk using immediately kindly look matter asap,neutral
preordered arrived day officially retail store prompt delivery excellent packaging using day excellent upgrade full review dropping later day regular usage n love pastel green color,neutral
first time new iphone user decade android ownership blackberry oneplus past decade one main reason buying iphone price came independence day sale week decided new oneplus ear piece phone extremely poor even call speaker camera beyond awful problem could resolved even giving piece oneplus dealer 4th year weird thing started happening call without showing caller youtube play without volume call caller id volume among problem said user interface general phone speed good reception decent planning mac decided get iphone based review decided get instead x se primarily a13 regular user active social medium use phone gaming either us call basic browsing working home even use amazon netflix etc see tv based usage one week review first apprehensive apple sell phone even bought wireless charger basic ear phone thankfully iphone come charger earphone appearance given usage etc particularly care look phone long ergonomically convenient fine phone feel lighter oneplus even samsung m21 sleek look good however would recommend red colour mind black little staid anyway use cover phone user interface problem oneplus far apple seems fine sufficient speed opening closing apps easy navigate figured toggle screen little tougher android phone guess figure camera compared oneplus awesome incredibly sharp night camera awesome got panorama well speaker awesome given problem one plus awesome charger battery stock charger decent take hour charge battery life last easily hour usage also minimal right charging day wireless charging quite slow oneplus amazing area fast charge missed earphone thankfully iphone us charger jack earphone stock ear phone decent fit snugly decent wire length audio decent amazon basic one also decent overall user experience pro good overall experience barring minor point stated happy iphone downloading installation apps straghtforward decent call signal quality etc quite good complaint worry face id work well dark well need use passcode bad part quit consistent keyboard experience le similar android nothing different either con appears phone number copy pasted internet dial pad pain screen mirror casting working croma tv easily sometimes easy navigation chrome window google easy android easily move back forth tab opened google easily one point transfer data android iphone hardly problem iphone take process data get backed icloud access deal hope review help next buyer,very negative
last month waiting best possible phone every aspect got know iphone one best selling apple product watched lot video youtube related unboxing review especially looking con rather pro got know display oled good compared iphone pro got know build display better pro model except everything came decision buying iphone purchased prime day sale 62k discount last week using iphone primary phone say best decision life io buttery smooth 120hz touch response rate give 90hz refresh rate feeling lag whatsoever ram management superb sound quality topline loud stereo speaker though say speaker loud seen asus rog get review unit next battery life good 5000mah android phone easily last day half moderate usage including gaming display might vibrant saturated like oled panel super bright black much richer see lcd panel finally camera make feel like great photo might look good phone transfer pc see clarity camera video quality superb overall must buy planning invest phone last upcoming 5yrs hope review help ppl still deciding whether buy iphone,negative
going android io going suffer thing google provides gb storage google photo icloud provides gb storage always ask money buy storage notification able move restore whats app data android io without using 3rd party paid software pro con icloud storage low photo battery would better earphone earpods charger cannot used sametime,very negative
phone seems owned shivang gupta earlier detail filled dishearting know esteemed company like apple amazon woul provide user second hand device need serious immediate attention regard deputy directorbureau indian standardsministry consumer affair public distributionministry consumer affair,very negative
everything phone amazing amazon delivery glitch free order without care received perfectly sealed box inside beauty anyone looking upgrade iphone6 definitely consider cause phone league ahead camera quality amongst best far low light picture take time battery full charge last day use moderate usage,neutral
got phone delivered within day excellent service guess responsibility end product faulty screen flicker touch screen becomes un responsive screen black second common iphone heat horribly extent made uncomfortable holding phone read google seems product faulty heating common problem fed liaising apple amazon hoping replaced,very negative
okay qhd screen android user like definitely notice difference hd lcd panel first day new iphone usage post use wont able differentiate substantially bionic chip something new wont talk fastness snappy feature know wont lag circumstance camera actually good android user find output photo realistic usually used see android mean leepa poti default different depth notice almost photo video super stable ultra wide come handy good instagram shot io take couple day get use like using whatsapp apps different approach selecting image gallery etc user eccentric battery last whole one day paper approx mah get work done 5w charger good people wake put phone charging built quality solid game run butter smooth phone heavy gamers get iphone automatically tempted enter ecosystem get ready spend buck airpods iwatch tashan tabhi aayega overall would say feel missing ceratin feature android feel plus aspect enter apple showroom iphone hand salesman jyada poochta hai feel great buy productivity optimum usage come play le game work phone,very negative
first iphone android enthusiast loyalist decade poor pixel design besting camera iphone made switch walled garden coming samsung galaxy s7 edge doubt lcd screen low resolution believe doubt unfounded screen iphone crisp clear good color accuracy balanced punch lot research comparing iphone pro max model well along note oneplus 7t pro comparing side side iphone always came top camera department important criterion also looked iphone xr offer substantial update xr pro last day usage excellent battery life consistently end day still exploring phone dual camera system normal iphone make perfect compromise pro model retaining primary sensor wide angle sensor live without telephoto essentially quality pro picture true life accurate color great hdr low light performance top notch a13 bionic butter smooth experience never experienced lag free ui even 12gb ram model note stuttered testing promise timely update straight apple oem b underrated misunderstood parameter paying comparable money android phone getting latest o month year apple promise year update reassuring increasing use financial transaction mobile getting security release bug fix day release critical build quality design unparalleled love design grows apple premium brand feel attention detail alignment port ui element milled camera cutout etc gesture android piss poor job samsung dumb implementation note killed need split pill sake call gesture io much better intuitive style wonder using phone feel like archaic way back button face id way convenient fingerprint security unmatched android need fiddle finger unlock navigate phone seems face id gesture navigation complement make powerful smooth user experience navigate phone instantly hand dont need first fiddle fingerprint scanner shift hold focus navigation small thing make apple pleasurable experience con lcd phone biggest weakness screen get wrong excellent lcd marred lack true black even using dark mode coz like photo app froze trying share large number live photo whatsapp restart phone solve issue hope one error 5w charger price fair expect fast charger given phone capable fast charging apps free android paid io surprised find nonetheless bought app critical default zoom text size make difficult read text increasing either make screen seem le sharp 3rd party keyboard cannot used apps pre installed apple keyboard show lead poor trying experience e g outlook app swiftkey never show get head around break otherwise smooth experience final word go iphone afford comparable android flagship way behind experience complete package love black color fun fact tempered glass case ordered hour phone delivered next morning phone delivered late evening continued follow customer care,neutral
avoid iphone save money feel better wait next iphone get another phone altogether apple standard dropping year year price instead rising roof bad product,very negative
handling phone get convinced price make user interface really amazing corn long time android user believe take time get fully main concern headphone jack two option one use lightning cable bluetooth headphone really great phone professional user royal look,very negative
amazing mobile capture picture like real good battery life,neutral
worst phone worst service bought amazon new phone excessive heating issue tried contacting amazon help given wasted money n run apple people new phome defect week dont hav phone dont buy atleasr amazon,very negative
great product apple best feature technology excellent battery life mesmerising camera feature go stunned delivery speed amazon,neutral
beware amazon seller appario retail private ltd never purchase high end phone online platform phone delivered yesterday damaged condition vertical line screen contacting amazon asked take note authorised apple service centre even asked one amazon representative get one letter service centre surprise service centre denied stating never issue letter service record sheet still waiting amazon process exchange iphone horrible experience amazon rating star amazon seller phone idea battery face recognition camera able use iphone till bitter experience,neutral
get heated playing heavy game even kept full brightness min also notice low quality screen watching video youtubeotherwise great phone using esim physical sim work flawlessly,neutral
best purchase year far purchase electronics amazon prime day sale cherry top talking colour scheme pretty different battery life amazing display face recognition everything amazing iphones pricey processor everything amazing please make sure update iphones latest version smooth functioning overall much satisfied one mom mirror selfie loved colour much excited click,positive
charger adapter old 5w one video seen new one feel like something wrong,very negative
touch intermittent sometimes great sometimes respond heavy network receiver working properly else say feeling cheated one month month since using feel worst product apple know reason even two update feel touch working well keep hanging camera wow work well also face id work time take second realise need show regular pin pattern unlock even otherwise personally find face id successful true four year old nephew find really easy open would keep phone ready capture attention would say something would lead look unknowingly,neutral
word use phone would perfect perfect piece art fed using android phone wanted move io platform confused iphone x iphone lot research youtube search chose iphone trust one best decision life ui super smooth build quality amazing camera beauty falling love phone although little bit costly trust worth spending money piece tech pro camera amazing water resistant 4k recording fluid smooth touch never lag heavy gaming 100 proscons found yet want switch io platform android go chose iphone next device,neutral
camera defective,neutral
course u r purchase phone u purchase phone cost give airpods expecting pod wired earphone mean spent money buying airpods fair customer another side u nice nice phone,very negative
great phone gifted phone brother another mother first dream govt job surprise almost cried presented phone since told earlier job confirmation,neutral
placed order iphone 128gb september thanks amazon delivered package october 4pros1 camera battery life performance display liquid retina hd display cons1 fast charger bundled box ultra wide angle lens take shot night mode,neutral
nice,neutral
bought iphone week ago although might review done soon know phone never disappoints lot good phone lesser price like oneplus samsung s20 want lag free experience simple o performance go iphone also read lot negative review seller secured happy experience appario good job pro a13 bionic chip smooth o lag top line processor2 purchasing gaming pubg disappointed fps gaming experience surreal3 speaker excellent quality quite loud4 camera decent job night mode stand con battery one thing iphone really need take care mah let go long time without charging2 lcd panel great compared oneplus lack screen refresh rate 60hz screen refresh rate3 charger slow charger take around hour fully charge device,very negative
iphone user year battery backup much improved iphone performance great highlighting issue happened resolved may help others well started new phone initial step chose set using old device 6 post phone super heated short usage battery getting drained voice memo failed respond launch apple customer care helped lot eventually tried option reset iphone set scratch raw restored data icloud later strange phone work like charm mentioned start evaluate usage budget make right choice,neutral
moved phone samsung s8 transition io easy however miss lot android feature easy include io reason implemented battery life great camera good however miss raw support bit bulky screen could better hang time expected iphone charger slow getting fast charger phone price,very negative
due existing covid situation phone got delivered day late amazon team ensured took care quality delivery lot negative review buying iphone appario retail even doubt word amazon customer care assurance went soon received product registered online validation even first issue phone rigorously used day sharing feedback face recognition camera quality processor performance battery life way better like design good though phone seems bit heavy unboxed iphone found regular lightning cable pair earpods ending lightning plug 5w charger though iphone support 18w fast charging usb power delivery bundled new 18w apple charger come pro model buy separately want charge phone quickly good feature stereo speaker great quality io provides smooth user experience main camera produce good photo night mode work good amazing video quality excellent selfie photo overall satisfied purchase mine,very negative
got phonewithin day started randomly shutting apple say hardware problembut amazon replacing return window ended day back amazon customer care representative clearly said amazon problem washed hand beware amazon,very negative
coming android fast charging box battery suckscamera awesome pixel come close phone edge every flagship market portrait bestface recognition work time post covid world yeah miss fingerprint scanner io conpared android give premium feel display something wont complain unless side side comparison phonesbuild quality awesome phone slip hand lot use bumper cover lagging issue phone heat heavy usage charging thats ok phone phone super computer speaker crazy good dual speaker flagship dont p buy social medium crazy kind person want insta ready photo straight camera camera reason buying phone go one plus galaxy end paying le getting much,very negative
scratch backside,neutral
phone stylish first time apple user look good would early comment got phone today disappointed shown airpods phone instead send wired earphone someone buying phone 60k plus given thing mentioned least waiting airpods sent seller else return phone due wrong description ever thing fine look great give brief review later thank,very negative
worth cost battery life good 40hrs moderate use battery still remaining usage location bluetooth mobile data turned wifi display brightness set lowest possible viewing clearly display touch faceid good face id unlock eye closed camera clarity good along night mode adapter box satisfactory fast charge capable power bank charge iphone using power bank charge happens 1hr,neutral
ordered iphone received next day tried switch phone work tried charge figured battery charge normally happens problem battery phone drain charge even though switched immediately notified amazon demanded refund replacement figured get refund apple product amazon however product faulty try fixing replace set phone yet people suggested else may trouble returning product confusing suggestion customer care team technical team etc suggestion never ever buy premium product specially apple product amazon put together whole experience know happening share detail,very negative
first foremost would like talk seller seen many review amazon stating buy iphone amazon seller product delivery really fast got phone within day ordering got 128gb variant rupee prime day sale phone perfect condition brand new bit concerned reading many review amazon seller trusted advise go iphone white colour look amazing first iphone writing review using around day camera quality phone superb low light photo amazing even try compare one plus high end samsung phone near camera quality iphone 2nd photo low light photo taken iphone battery backup decent sound quality nice face recognition really fast screen amazing definitely miss oled screen big tech geek even notice difference day day life overall totally satisfied iphone go without second thought hope help,neutral
good deal prime daydesign california assembled india,neutral
new apple world initialy hv faced many issue esim netwrk pic arrangement data transfr iphone week issue shorted enjyng best camera initialy oneplus user addicted best camera researchd alot buy iphone amazon prime gave iphone 128gb 63k whch soo grateful love camera,neutral
look new phone sweet color thanks amazon special guy gifted phone great choice,neutral
right choice upgrade iphone 6 user battery life excellent presently last hour camera one best compared brand con phone box contain separate connector connect wired earphone use earphone came box otherwise go wireless,neutral
writing review one week purchase amazon actually waiting iphone due lot delay information changed mind buy iphone happy phone phone amazing take almost three hour full charge make disappointed lot reviewer saying heating issue also saying buy amazon got issue like say go without second thought percent orginal product thanks amazon thanks seller thanks delevery boy thank everyone,neutral
purchased phone amazon praying work fine receive product return replacement policy applicable fortunate received product scheduled delivery date perfectly working condition importantly genuine one coming performance upgraded iphone felt performance super fast considering 4gb ram camera quality top notch faceid also work low dim light super fast detects eye open closed unlocking phone aspect liked notification message security message doesnt show u authenticate faceid screen size really cool downside felt thickness phone iphone super thin one felt little bulkier felt even bulkier added case screen gaurd battery backup quite good got whole day wifi video youtube call whatsapp cellular n w give considering cost feature come remind thats iphone ready pay much considering quality security come apple,neutral
product upto mark voice quality issue left speaker working firm opinion phone refurbished one sold amazon never ever buying iphone amazon,very negative
one word reviewbesti used day straight single charge standby mostly listened song day day upgraded iphone se amazed performancethis iphone future proof last foreseeable future go,neutral
iphone prose consprose1 smooth2 front camera excellent3 battery backup ok4 sound quality good iphone logocons1 selfie camera selfie2 free apps store3 no call recorder4 video downloader app aap store5 no notification led6 no always display7 download ringtone outside final it better use flagship android mobile instead iphone go want adopt iphone logo,negative
buy whn u hav offer got cash discount 6k hdfc cc payment cost emi month plus last year bought samsung m30 15k got exchange price 1k really good price total 5k discount battery backup good whn compare iphone model red color awsome,neutral
pricey gifted sister making whatsapp video call call first becuase sound video call low one notice many ease use issue practical example charge 65k phone cannot provide basic thing annoy people,very negative
lot expectation product even unboxing starting configuration started heating took hour recharge bettery slow complained amazone return replaced denied ask go apple service station resolution checking service station say normal bettery take hour charge also normal bettery also drain fast in4 hour never expected bad profuct apple like brand amazon aslo taking replacement simply wasted money brand please never never purchase product even cheapest android take hour charging run whole day new found customer like service station complaining dont answer convincing saying normal rabbish product poor marketing amazon highly discourged u buy product amazon doung marketing product dont replace refund,very negative
always iphone fanatic really worth really would like thank seller amazon delivering product covid mentioned delivery time performance phone amazing compared phone market love facial rec camera quality lot different mode note would suggest seller correct bullet point spec mentioned phone come airpods,very negative
lot comparison among iphone samsung s20 one plus pro went ahead iphone first flagship phone totally loving camera capability well known need comment used make movie average screen time hour full charge day sufficient hour required full charge one purchase 12w 18w charger decrease time charge face recognition work well even dark condition fast work mask,neutral
superb brainer even aug iphone close launch skeptical screen hardly make visible difference lcd amoled screen inch size besides benefit lcd screen include cheap repair better battery life using galaxy s10 best display smartphone happy mediocre display face id unlock awesome battery life best camera market think needing anything else people move android yes trade multitask apps proper multitasking anyway need pc right,neutral
