review,sentiment
phone look gorgeous build design top notch display best class amazing contrast colour brightness visibility sunlight perfect great battery life ultra smooth ui physical size perfect ultra wide lens take great unique shot dynamic range improved previous generation front camera good able match iphone x max pixel bundled akg headfones sound awesome speaker phone loud sound great calling pleasure ultrasonic fingerprint sensor work great sometime miss physical sensor area tiny secure optical indisplay sensor weak point think front camera anyone thinking buying go ahead guy look screen phone exceptional every thing great,neutral
got phone time happy early delivery 1st impression amazing smart switch option convenient transfer content previous galaxy new amazing s10 plus however software updated technical glitch entire screen went black and white screen possible reverse regular setting reset phone factory reset entire process took hour bitter experience hope problem arise sometime software glitch always samsung fan possessed galaxy phone note time experience bit unnerving keeping finger crossed hope amazing experience going forward,neutral
1st day mobile dead service centre reopen phone hang problem slow processing also faced,very negative
first phone samsung apple x phone great compared display quality camera quality also fast fingerprint face recogintion bit slower iphone xi recommend purchase worth single penny,neutral
bought today 9pm 9th march friend mobile shop using hour phone stopped working turning even charging tried reboot friend telling even showing single point screen first samsung phone worked hour worst experience ever,very negative
s10 plus true rounder box ticked screen plus2 design plus3 camera plus4 performance plus5 battery plusoverall samsung galaxy s10 plus great buy great value money second thought first samsung phone happy chose phone first thing screen color bright punchy phone beat actually speaking phone way le iphone x 77k india phone near beast finally would say go full confidence great phone hand,neutral
product pre booked show offer mobile number samsung earbuds,very negative
pre ordered waiting impatiently get delivered finally arrived 8th review based upon approximately day usage display simply awesome first samsung smartphone famed dynamic amoled display disappoint one bit default vibrant setting put great punchy colour image wallpaper video look great undoubtedly one best device content consumption audio complaint sound clean clear supplied akg earbuds added bonus design look deservedly upmarket glass metal body age mental block samsung made flagship galaxy series plastic build last generation anymore positively feel like holding premium product bixby volume rocker key device little play though would great firmer performance smooth hiccup free get little warm time though necessarily heavy task mah battery lasted around day great camera casual photographer ask much better image come great plenty detail accurate colour sharpness capable low light try wide angle lens really useful overall mostly round great experience far hopefully samsung keep updated latest software security update intend hold update finding come across,neutral
product delievery late one day issue thanks amazon nice packing starting screen quality u guy know nobody comoete samsung disolay market apple one plus every reputed company us samsung oled display even though see samsung competition best market even though one plus apple use samsung screen samsung provides phonesp use red colour wallpaper best viewing experience look fingerprint sensor ultrasonic fingerprint sensor 3d map finger rather taking 2d image secure latest uldates fast error u install tempered glass notice lag second battery life people say exynos version bit battery consuming provides le screen time uploaded screenshot battery life hour sot think enough p sot screenshot relative sot mean hiw much time screen hour mean using hour depend user user user get hour usage full charge tempered phone costly get much cover option go blue beautiful white samsung one ui much better oxygen o one ui u use big phone one hand dark mode dope exynos version power battery efficient snapdragon version difference little wont even notice difference option gb variant suck always expand storage get headphone jack c type otg akg earphone want p one plus pro offer listed feature along ufs 90hz refresh rate option gb ram much cheaper price point us samsung oled pannel truly infinity display selfie camera popup camera check bought samsung brand value samsung pure class popup camera look cheap plus get strong feeling sturdiness even seeing pop time,neutral
otp verification work got s10 try register device redeem galaxy bud doesnt give option redeem use number eligible redemtion accepts say eligible bud,neutral
face recognition work slow screen quality awesome disappointing thing camers capture image already edited mode turn everything tan snowhite really expecting camers beat iphone quality even compare like see color fair possible might like,very negative
remove pre applied screen protector come way fingerprint sensor battery ok basic medium usage least one half day camera cutout removed like remove notch option one plus hand small still love phone main reason screen size view video game play game like clash king pubg battery last hour similar segment phone live message ar emojis7 company provided back case best want keep light white colored akg headset box accessory good basic calling music bixby button reassigned another app camera quality nice front back hybrid slot two sims one sim one memory card 5g second sim option hrm sensor choose two,neutral
time samsung really try thing new special series admire screen size perfect holding amazing quality2 power backup one day easily heavy use including gaming tube camera calling3 camera main high light cell picture quality amazing shutter speed awesome balancing photo blast think wide angel photo word try first yourself4 fast charging nice done samsung provide wireless fast charger pack stars5 cell slim sleek back cover provide samsung phone nice crafted fit properly upgrade apple iphone plus samsung galaxy s10plus totally satisfied upgrade,neutral
phone overheated time also battery life mark give u hour also gaming performance samsung promise give u good experience want say really bad experience hang always u play pubg also heated minute really worst experience also use camera minute body started heated request amazon replace use new phone give experience,negative
confusion buy go oneplus 8pro confusion sharing review week usage1 look feel phone look stunning excellent build quality phone weighs le hand considering size great haptic feedback ugly camera bump also ip68 rated2 display one best display market 90hz refresh rate present feel like great loss people switch lower refresh rate higher refresh rate consumes battery camera camera also stunning addition still hold one best feature rich phone feature like wireless charging reverse wireless charging heart rate sensor samsung tap pay dex many got used one ui feel user friendly top headphone jack battery life saw review thought battery life poor thats case able get entire day battery 4100mah battery expecting last longer switched resolution fhd wqhd gave better battery life exynos slightly inferior chip compared snapdragon slouch either people complained heating issue noticed first day phone slightly warm updated apps o issue heating able play pubg cod notice frame drop phone performs fast heating issue really wish samsung would used snapdragon chip give hr screen time compared exynos variant one thing concerned since year old phone may stop receiving update near future samsung providing o update till android phone good another year anyone looking new phone price bracket great choice better camera better look feel lot feature oneplus 8pro value faster chipset hz refresh rate near stock android experience year update consider oneplus great phone dont think wrong picking,very negative
highly customizable superb display verstaile camera rounder best phone market guy battery tried switching wifi boosted screen time massively hour try camera turn beauty mode,very negative
smooth snappy feel comfortable fit well buy version guy quality superb bought top model 1tb storage gb ramceramic white wow amazon delayed month ordered 25th feb showing stock reach march got 20th march struggling offer also supposed ear bud show disappointed,neutral
charger quality good ear phone niot given much quality mobile looking like rupee given cheep quality,very negative
worth money price high waste money camera quality worst battery draining fast,
writing review one month purchase say phone exactly paid really worth money samsung done many change flagship phone compared note really exceeded expectation important info one thing disappointed packaging seller send care original box harmed due shipping galaxy s10 content inside box unharmed honest review phone1 display phone oled display one finest work seen samsung infinity o cutout look weird using month display affected bit look beautiful color correction screen marvelous vivid ultrasonic fingerprint also something new like phone display performance 8gb ram 128gb internal storage handle kind application game want play scrub performance galaxy s10 unmatched need compromise kind performance related stuff performance3 battery use galaxy s10 hour rapid fire heavy usage apps including hour 15watt charging speed recharge decent amount time wanted 25watt charger moreover s10 series samsung introduced new wireless powershare feature quite useful share power phone slow powerful huawei p30 pro give including 25watt charger camera triple camera back really make picture look professional give ability shoot kind scenario amazing feature new ultra wide angle shot allows capture massive amount detail single shot low light photography also improved samsung recently received night mode capture low light image better ever still pixel night sight photograph wanted samsung improve front camera two camera ready front side capture amazing selfies second camera allows capture sharper accurate bokeh shot live focus mode new feature video phone video capturing ability unmatched record 4k video rear front camera side video stabilization lens best market score camera setup design galaxy s10 prism white color lie new gradient hue color scheme back give premium look premium phone design note fortnite player serious fortnite player phone come exclusive ikonik outfit redeem,neutral
simply amazing lighter phone size fingerprint scanner fastest get glass screen,very negative
s10 perfect smartphone 60k reasonable price point phone surprisingly light size excellent form factor exynos soc really delivers issue heating excessive battery consumption completely corrected software update amazing display great camera great dolby atmos sound quality headphone jack expandable storage upto 512gb ip68 water dust resistance wireless charging reverse wireless charging good all day battery last year ex9820 still really fast processor multi tasking watching netflix playing pubg using phone smooth effortless samsung recently announced providing android update additional year s10 set keep getting new upgrade next year considering price iphones galaxy s20 series note series best deal one get without shelling atleast 70k burning hole one pocket,positive
guy let cut crap let get straight onto review know reason people given negative feedback mine straight forward start display must say brand stand front samsung true amoled display seems claiming fake amoleds moving next camera though s10 plus camera still competes next year liked video quality superb haziness lag sound output way loud soothing ear compare chinese brand coming battery part understand battery 4100mah give one full day depending network quality area many application installed phone amoled screen last one full day dynamic amoled screen still give one full day inch screen way ahead think s10 plus end day status let say till 8pm show battery remaining earlier using honor 8x 3750mah battery find difference battery part compare s10 plus coming build quality must say far far excellent term build quality light weight feel like premium hold hand without cover need tempered glass pre installed screen protector already applied screen kudos samsung last least processor understand samsung start using sd chipsets series maybe battery management might get improve lastly exchanged honor 8x masterpiece along citi bank discount got beauty true unbiased review samsung,neutral
good somehow camera disappointing,neutral
awesome product samsung pro good audio qualityphone quality far better apple iphonescreen quality size amazinghas reachability featurevery good battery lifevery good cameramicrosoft integration awesome0 problem heatingthe gesture feature awesomethe edge panel feature greatsamsung software secure folder goodface unlock consistent onscreen fingerprint good con samsung closing cloud therefore syncing good contract stored samsung cloud gallery stored microsoft cloud mess term cloud syncing want use google service due privacy overall phone worth money 52k,very negative
best samsung people issue pre book offer wait day activation show,neutral
phone excellent battery life upto mark,neutral
excellent display viewing experience s7 edge samsung come long wayand improved ui faster complaing battery adapts ur usage day top notch,neutral
bought phone year ago regular customer prime subscriber year use suddenly phone went blank able restart took samsung service centre kolkata near bellevue clinic minto park told motherboard order one thikng told nfc missing mobile operated mean bought mishandled something else amazon either selling false product something else even give guarantee worst service ever shame never buy samsung phone amazon,very negative
hhi guy using flagship 13th march exact list point point observation far1 far blown away display best used far first amoled screen owned negative display edge slight change color due curved edge display also nitpick screen smearing effect noticed bit pronounced samsung display noticeable since use screen lot night low brightness pronounced friend one plus 6t however must highlight noticeable watching video guess ok battery life good use phone continuously keep idle long duration standby battery drain competition get screen time hour usage scenario maybe software update fix issue maybe turn non issue fingerprint scanner latest tech right biometrics cool end bit difficult get working time choice would loved scanner back side press scanner location work time slower conventional fingerprint scanner biggest problem facing getting decent display protector work in display scanner edged screen option expensive hell one provided company fine scratch easily month filled scratch hope good option come easily applicable cheap software one ui good use nova launcher good lock app good lock app samsung software allows customize ui heart content make best software nova launcher go app avoiding using power button locking phone double tap home screen trick enable nova launcher option something wish default like lg ui android change whatever want convenience found samsung browser best implementation dark mode natively enable night mode ui cool battery saving negative ui sooo heavy system term ram usage gb board get gb time available though affecting performance significant amount something think better managed camera best camera used far front cam good low light performance leaf bit disappointed blurriness increase lot low lighting take word use camera necessary expert matter overall satisfied experience device advantage display best business2 battery excellent endurance beast feature filled think much missed hardware wireless charging powershare display scanner headphone jack disadvantages1 expensive hell advantage mentioned lot le flagship one plus best aspect protector screen expensive right now3 difficult use one hand4 idle power drain result drain every hr idle condition,very negative
awesome phone great spec killer performance got best display smartphone fingerprint sensor slow first software update improved pretty consistent camera great suffers low light keep rival like huawei p30 pro battery life good last day moderate use improves time oneui also nice easy use dark mode useful overall phone awesome worth every penny,neutral
overall good phone power packed performance feature got delivered super quick promised gorgeous display blazing fast performance would appreciated samsung also sold snapdragon version india complaint thought battery life get hit easily cover till night basically heavy user lot app place hey complaint well however hope extended software update line samsung one ui pretty neat feel still need tweaking term heavy animation used overall good ui pleasing eye response time switching apps lag whatsoever smooth aspect cell reception pretty good compared previous phone complaint high quality camera bulk load option basically s10 one phone importance given performance feature along good designwould highly recommend others p still wondering samsung given dedicated key bixby nevertheless modify,neutral
upto mark product samsung service amazon product packaged properly sent amazon place wrapping without bubble wrap ideally sent well packaged carton bubble packaging phone box outer plastic cover partially torn edge box bit crushed inside phone mark screen back far phone concerned signal issue fast charging myth take hour fully charge phone heat overall experience premium paid justified moved 5t say 5t beat hand noticeable thing display display thing consideration better buy good tv price range,very negative
let start pro con pro super light weightgreat battery backup wireless charger work awesomegreat sound qualitydisplay awesome enjoy enjoy prime youtube videoscamera heart phone work greatwaterproof sweatprofgot stress hear rate sensorsdual voltecharging time hoursvideo recording mode awesomecons night mode improved,neutral
user manual included box like taken care dosent seems original product samsung,very negative
finger read even pressing hard overheating issue even optimizing apps battery drain fast need charge twice day avegare battery hour hour really satisfied product paying ton money called amazon technical department use refund even replacement issue facing samsung change policy,very negative
excellent display good battery even 8gb ram minor flickering camera effect one best market,positive
im reviewing phone month usage honest im surprised camera quality put sample battery enough day gaming cool played pubg maxed setting heating overall front camera ok ok wonder outdoor hope guy like phone definitely worth money,neutral
camera quality awesome premium lens better dynamic range sharp detail produced phenomenon2 display u quality ahhhh never seen display like colour reproduction battery life comparatively le last half day good thing provided fast charging support fuel within 1hr4 dolby atmos sound quality amazing provides surround sound expriance like cinema hall overall worth penny product never dissapointed aspect,neutral
camera quite superior like expected especially ultra wide lens selfie camera however mark biggest issue facing phone overheats way frequently overheats even charged used also get hot take sun metallic surface get really hot easy touch battery also seems drain pretty fast last day like claim phone expensive better battery back also take hour fully charge despite fast charger really love performance display wish opted iphone instead one due battery selfie camera,neutral
think seller amazon shipping fake charger charger stopped working week,very negative
received worst onetotal defective productcharging adapter workingbattery life 6hrsthe main problem product screenthere green red vertical lining display,very negative
superb qualitytop speedsamsung ui friendlyi love samsung flagshipsplz go itmarket leadingdon buy iphone beauty,neutral
overall s10 good feature performance perspective however battery great full day usage morning till pm need use battery saver option camera build quality good initial setup transfer data samsung device caused little heating done heating issue overall great product thanks fast delivery amazon expensive,neutral
used couple week observation con pathetic fingerprint sensor pro mode main camera u shoot anything raw low light performance excellent far battery performance average spent whole day single charge yes get heated heavy usage brightness pro fast camera perform great daylight video excellent excellent sound display ui good design premium conclusion overpriced one wait price cut around 55k would justified,neutral
overall t good speed good battery drain quickly fingerprint reader problem face recognition fast upto mark display good sound good call quality good auto wake sleep function found used oneplus apple x max also opinion oneplus 7pro better choice,very negative
bought phone flagship device excellent camera due higher nit nit battery last max 7hours u r using hevaliy brightness last to4 5hours good finger print scanner last year know get till anroid year august samsang promised samsang s10 series definitely get anroid one negative phone battery snapdragon varient good battery optimization exynos lage phone awesome device also,neutral
month using phone seems like every update raise new issue rather fixing previous identified one dec update slowed camera mobile badly saw samsung site many user reported think buy,very negative
handset look premium rest includes accessory really worthy spending 55k like seriously even spending much money buy dream phone getting phone lil feedback burning using time switched oneplus 7pro samsung s10 like seriously one plus handset quite amazing front s10 never really expected outcome seriously,very negative
well first samsung phone ever bi switched huawie happy great deal got may b people didnt know selected without offer buying got phone 65k hope help going buy,neutral
amazing phone people looking one plus model k better buy regretsuper fast processor display even competes iphone kill well,very negative
night mode awesome phone fast display gorgeous stereo sound crystal clear loud bit flat fingerprint sensor slow inaccurate time battery give one day use moderate usage charging fast fastest,neutral
major pro beast phone gaming keep cod pubg soccer memorygood security feature also many feature android already samsung camera quality surpasses iphone promajor con battery life decrease substantially heavy gaming heavy use gps2 u get good tempered glass screen curve shapeoverall great phone would recommend,neutral
face recognition ultrasonic finger scanner good,neutral
battery weak last even hour normal continuous usage phone heat much even charging playing pubg hd hot hold properly front camera better s8 thought would amazing,very negative
phone simply stunning first premium level top tier flagship dissapoint way battery life amazing rear camera outstanding display enormous extremely bright curved edge simply add perfect design 4k recording camera,positive
phone get cut sec everytime call,very negative
battery life average finger print reader slow consistent issue faced far regarding gaming pubg hd extreme work really smooth however hdr extreme fps drop trust hd extreme good sufficient,neutral
con low light selfi good battery life good face reader much expected camera software issue please update camera zoom quality worst slow motion super slow motion video worst quality time getting hanging camera long shoot photograph goodpixels get damaged zoom photospros back camera closeup shoot awesome,neutral
using one plus phone never faced issue internet connectivity house since bought s10 able use sim internet network day always rely wifi,neutral
front look good back look good,neutral
awesome purchase samsung improve back glass qualiy back glass vibrate music play,very negative
every thing great samsung packaging poor phone box plastic cover expect packaging amazon price point,very negative
stunning purchase optimized setting battery life last pretty good got good deal amazon blue variant better prism white model atleast opinion,neutral
loving using month still feel performance like new phone regular midrange mobile user recommended might explore hidden feature service samsung flagship device battery last one full day camera performance awesome reverse charging work well good alternate wearable device charge full phone charge long time gaming might get little heating due glass back fingerprint unlock work well overall excellent phone per opinion,neutral
thought hyped product s8 camera better,very negative
defect display right hand mid bottom section small line millimeter visible need replacement please want product defect free please,very negative
great product love overall performance real flagship,positive
camera 10display processor 10features 10speed 10ease use,negative
parameter month use review detail month,very negative
right time upgrade got pre order offer activated hr,neutral
awesome samsung series mobile finger print reader fast shown camera quality good battery easily last hour moderate use like call whatsapp browsing youtube netflix etc,very negative
used phone last month happy camera great performance nice build quality one best one think like charging speed take hr nice,neutral
phone good month connect ear phone sound uncontrollable may software issue disappointing got issue within month investing 70k went servicing center simply need reset software cannot manage reset need backup finally annoying using ear phone,very negative
amazing phone ip68 work perfectly photo taken water phone work good heated play heavy game,very negative
item price much compared others specification suggestion buy note10 instead s10,very negative
con charger given 9watts cable super short phone heat quickly indian version snapdragon exynos chippros lovely display brightness,very negative
worth every penny,neutral
dear seller battery weak use unuse automatic draining battery backup battery performance low bad,very negative
touch sensor sometimes take many attempt unlock camera build quality best market charging much costly smartphone given without fast chaging sometimes annoys,neutral
best phone money buy excellent build quality feature camera awesome samsung state camera reimagined go without second thought,neutral
look phone charming fingerprint sensor quite slow camera phone beyond expectation getting beat lot compare price range phone battery life also much impressing,negative
please buy phone phone getting heated working expected sluggish turn frequently reason probably used refurbished phone selling price brand new one raised return request day amazon honor return policy worst experience ever,very negative
everything quite awesome ardent user samsung mobile long time one feel perfect many way,very negative
excellent product,very negative
battery drain quickly look classy recommended looking better battery performance,very negative
worth wait money,very negative
using month without slightest problem truly worth price,very negative
good,neutral
display great however lagging battery charge cable take longer compare wireless charging becomes difficult go,very negative
finger print reader slow miss lot curved screen register lot fake touch camera good best one around android auto buggy specially compared carplay,neutral
battery charging speed need improved use dark mode save battery rest mobile great,neutral
amzing mobilescreen quality good superbcamera quality awesomebattery life day long heavy usephone smooth super fastfast charging within hourfeatures awesomeoverall awsome phone,neutral
phone heated frequently battery drain faster charging little slower,very negative
everything perfect,very negative
average battery life survive one full day moderate usage charging though fast fast chinese counterpart,neutral
battery life could better provided fast charger box,neutral
excellent product face battery draining issue large screen expecting dash charging ended fast charging pretty late,neutral
awesome phone quility phone top notch impress camera performance phone performance fast smooth feel premium aspect display clarity quility top notch,neutral
performance good phone heating,neutral
camera quality really bad especially indoor lighting even mi high end camera produce better picture,very negative
like used phone worst old samsung box phone plastic cover like refurnished phone complete cheating amazon,very negative
good working day,neutral
best picture quality,neutral
fingerprint reader quite slowcamera good 2x capture proper shotsbattery life poor,neutral
awesome device monstrous battery life easily getting hour sot qhd resolution setting clear loud stereo speaker display superb camera fabulous one word winner,very negative
face reading perfect camera good finger print reader could better sound excellent speed excellent wifi connectivity bad screen awesome,very negative
right phone screen camera functionality prof one beat light weight s10 crazy,neutral
excellent phone excellent feature awesome camera everything good phone except feel samsung increased battery life,very negative
price much battery life upto mark face lock n fingerprint upto mark,neutral
battery life good,neutral
there u cant neglect1 camera low light performance2 face unlock secure allbut mainly low light suck fir bhi dil aagaya isspe yrr,neutral
everything thing good problem battery life good n fingerprint reader slow facial recognition,very negative
great product simply sooperb camera awesome display also,positive
fingerprint reader fastrest find flaw mobile samsung improve software push,neutral
excellent camera great display everything good battery lil bit slow compared others satisfied,neutral
mobile look premium costing higher side comparison spec provide range 30k battery life poor hardely sustainable till day normal use camera good,neutral
awesome priced,very negative
phone flimsy speaker clear else everything ok screen resolution could better,very negative
day camera good compare iphone pro max night camera good rest feature ok usual,neutral
totally worth everything u pay,neutral
dongare print good many time tuch open medium quality given beauty mode,neutral
s10 phone hand falling wow camera working best performance like phone fast like s10,neutral
price range 60k camera good fingerprint laggy,negative
phone good interms performance camera quality battery life problem finger print reader battery charge time,neutral
first flagship phone used specific product samsung galaxy k zoom phone simply superb display fantastic really beauty hold kudos samsung,very negative
good product,very negative
excellent,positive
adapter le powerful good phone 9w adapter charge 1200mah take 2hours charge charge take hour charge,neutral
phone awesome quality also fine one thing nagetive s10plus 4500mah battery one compete mobile,very negative
ok front camera quality low,neutral
battery power drain little due large screen worry last day enough,neutral
amazing phone fast intelligent load feature best screen best sound pretty decent camera,positive
good product feel price bit high compared similar mobile,very negative
received within day ordering product great work like charm always loved new age samsung product compared apple counterpart,neutral
con see battery last day prolonged use brand speaks,very negative
good product samsung recommended buy amazon service also amazing however issue sale service,neutral
overall brilliant product,positive
worth money wanted phone urgency seller communicated well u helped alot,neutral
best word,positive
one month hand great phone ever,very negative
like camera looking performance look wise,neutral
one best product samsung produced,positive
great phone best camera spec,positive
like thing like camera rapidlyopening apps built quality nd many thing,very negative
get connected wifi take lot time connect slow download rate wifi,very negative
face recognition bad best mobile market,very negative
everything great one ui excellent,positive
problem claiming samsung earpods bought offer available along samsung galaxy s10plus,very negative
love s10 big satisfaction deal,neutral
one best flag ship device samsung,very negative
love,neutral
great phone amazing battery display,neutral
product bad good battery life poor everyday charging,very negative
happy product look like fresh piece feeling like refurbished product given seller disappointed,very negative
special feature much cost,very negative
brilliant display quality good feature,positive
battery life good,neutral
friendly user,very negative
beast phone,very negative
mail id anuprajput885 gmail com,very negative
outstanding product,very negative
get sd version better many way,very negative
handy phone time delicate overall nice buy amazon shipping time great always,neutral
fantastic experience,positive
need improve facial recognition phone even unlocks using photo superb,very negative
osm,very negative
everything perfect,very negative
amazing phone,neutral
satisfied super round performance,neutral
smart phone,neutral
camera quality excellent fingerprint scanner take time good face unlock suck phone,neutral
camera quality great,neutral
battery life mark else good amazing phone pls buy,neutral
awesome,very negative
big satisfation deal credit card discount go,very negative
excellent sir,positive
best phone ever,positive
awesome,very negative
good,neutral
nice smartphone,neutral
best flagship smartphone number smartphone,positive
recently got mobile phone far working excellently well,negative
samsung s10 plus really awesome display camera processor feel great,very negative
go,negative
go like customization else iphone good brand stick,very negative
fair,neutral
awesome experience fast good battery life,neutral
complete android phone market right,very negative
still update required,neutral
excellent buy,very negative
awesome phone,very negative
get offered earbuds,very negative
battery power sufficient whole day,very negative
missing charger type c cable earphone please replacement order,very negative
best phone,positive
love phone,neutral
mainy battery power level,neutral
da best better iphone even better option,very negative
awsome experience nice design,positive
regret buying phone beast,very negative
nice phone,neutral
worth money good user experience migrating io,neutral
awesome phone price range,negative
recieved two day back heating badly,very negative
like display screen hdr,very negative
great phone,neutral
awesome phone,very negative
quality need improve,very negative
camera quality world specially night mod,neutral
dead pixel defected item,very negative
best display smooth function camera quality good,neutral
superb go,very negative
phone youtube downloading please check,very negative
using last two month love,neutral
noo good,neutral
cute sexy phone,neutral
ok ok,negative
best performance market,positive
execptional display quality battery life could better,very negative
best phone,positive
good,neutral
phone rounder except battery,very negative
far best phone ever handled,positive
worst phone ever used life waste money buy,
awsm phone,very negative
best phone ever excellent work samsung,positive
camer well performance good,positive
hdhznnncf,very negative
camera mark battery also,neutral
good,neutral
battery good,neutral
fingerprint fast camera good battery better expected,neutral
good,neutral
good,neutral
good quality feature awesome,neutral
ok,negative
great product timely delivery,neutral
value money,very negative
like,neutral
charger working,neutral
function excellent,neutral
best flagship smartphone ever,positive
super,neutral
,very negative
product worth money,very negative
good product,very negative
beautiful,positive
nice feature,neutral
wide angle camera best part,neutral
good phone,very negative
dislike,very negative
want review,negative
good could better,very negative
nice looking safety precaution le expected,very negative
nice,neutral
good,neutral
bad quality,very negative
camera,neutral
awesome product,very negative
best phone till date,very negative
truly awesome,very negative
great product,very negative
superb phone ever,very negative
nice product,very negative
good,neutral
nice,neutral
ok,negative
fantastic,positive
excellent performance mobile gaming,positive
best phone,positive
pasand,very negative
ok,negative
superb,neutral
nice,neutral
good,neutral
like,neutral
,very negative
good product,very negative
dream package,neutral
nice mobile,neutral
,very negative
,very negative
lol,very negative
,very negative
goid,very negative
great phone,neutral
mark,neutral
worthy,neutral
fingerprint good,neutral
good,neutral
display working,neutral
worth money,negative
purchased samsung galaxy s10 plus amazon decided purchase cell phone amazon anymore handset turned defective device got overheated within min switching phone back phone side overheated called customer service recommended factory reset help simply asked wait hour see problem get resolved unfortunately amazon customer service respond replacement return even though return replacement requested day receiving device worst experience ever,very negative
important point made choose galaxy s10 plus onplus seven pro almost half radiation2 speaker twice good like really awesome3 screen almost ten time better watching netflix prime especially content quality ever screen feel dull high refresh rate impact video watching general screen experience make swiping seem seamless4 much much lighter finally keep big phone pocket without pant going tired carrying around phone hand5 edge screen amazing convenience keep apps use time camera lot better regular user great shot come easy7 front camera way better8 wide lense oh awesome like really try using smaller space know value9 built feel really lot premium10 pop chat apps others oh awesome use regular experience11 beyond understand every reviewer miss samsung pay available u alone awesome feature make life much easier12 plug usb box work good laptop get adapter package13 blue light filter amazing feature auto pm everyday really love subtly make impact14 galaxy bud reverse charging really advanced tech handy feature15 wireless charging lot convenience start using realize putting wire feel cave mannish really16 another thing get reviewer talk 4k optically stabilised video recording another big thing cutout guy view phone way cutout come bottom right corner even know way awesome experience tear drop notch middle comparison phone iphone x one plus anyway,very negative
using phone year overall experience good problem start year get moisture detected message time message describes water thing phone never exposed even single drop water result phone charge took samsung care centre came big deal boom cost r change motherboard port attached motherboard really think worth pay repair single charging port,very negative
verdict unexpectedly bad battery life perfect phone pro screen best samsung amoled full screen punch hole design beautiful camera amazing wide shot lens actually delivers good result super slo mo dope3 historically samsung always bad custom ui touchwiz one ui changed functional look much better best thing still 5mm jack also provided akg headphone ultrasonic fingerprint sensor work great though took sometime get used phone already come screen protector installed case package con one use exynos processor india many region sucker battery life performance great buy 4000mah battery phone would expect live upto battery size phone shipped snapdragon processor believe battery would much better would perfect value money phone,negative
among 1st buyer flagship phone really good one however year use sudden phone went blank charging switching gave service center told mother board gone asked replace declined switching brand good costly phone last year point,very negative
bought local store exchanging brilliant note display dull colour pale compared note9also camera performance sub par photo come washed dull without depth battery performamce slightly better plus point weight le overall form facter smaller price paid big hope improve software upgrade disappointed purchase buy s9 plus note9 instead much better phone comparison used,very negative
