review,sentiment
phone size absolutely perfect slim perfect fit hand display butter smooth 90hz refresh rate fell love edge display edge notification etc would say one best display smartphones throw high end game task required high processing power consider done smoothly worry performance department next battery usage getting day hour obviously depends usage think capacity battery job moving camera department front camera pathetic received phone receiving one update problem got resolved capture decent shot good work one plus rolling patch update cam back primary wide angle cam good take excellent picture third one 2mp super macro camera idea op added mb camera thing like phone anyway using camera many macro shot deal breaker last part speaker one best stereo speaker available current gen phone summary slim stylish phone great performance excellent display superb stereo speaker good camera average battery life,neutral
honest review dont hesitate buy drawback perfect phone u hold phone people peep sound speaker tv loud camera great except drawback low lighting overall decent camera go gaming butter smooth oneplus pubg getting 90fps gaming soon buy get benefit moreover uploaded image tell u point buy,very negative
using oneplus week till impressed using redmi note pro since op8 edge display problem using tempered glass rugged case time searched lot solution many anyway took chance ordered spigen case amazon applied started pulling screen film came phone transparent case came box phone look cool give much protection phone went local store got uv glass everything fine spigen case uv glass installed time pro excellent o rear cam good like punch hole front cam require full display personal preference display top notch played pubg cod mobile legend top spec amazing extremely fast charging slim sleek design heavy fingerprint fast speaker sound also good con front cam improved observed slight heating time medium issue connecting bluetooth device redmi airdots working fine sometimes jbl show issue like low sound call etc seen issue addressed oneplus forum also friend using oneplus neckband phone working fine final opinion oneplus amazing phone love price could le 40k worth 45k,neutral
hi posting review oneplus8 putting bit effort help guy guy really intrested buy read review rating overall rating \5design \5display \5camera \5performance \5i purchased quiet ago testing since well superb display viewing angle great accurate colour camera exceptionally performing good picture definetly improved time never find issue camera untill professional photographer rather go high end samsung performance blazing fast expected handle everything ever throw gaming excellent expected speaker crazy go really loud clear feel bass also battery charge quickly 45min last day long moderate usage major heating issue noticed issue well tell important thing grab handset use facing kindof issue definetly go replacement issue daily heavy usage might heard many issue like green tinitng black crush banding etc well find none daily usage bet hyping issue without proper knowledge mentioned issue characteristic high refresh amoled noticed certain brightness level exclusive certain shade grey dark environment may oneplus high end samsung also done good research tested many device diffrent brand say never go testing minor issue wash brain like enjoy device appreciate technology evolved verdict definetly go want good device without next thought next year hope review helped thank,negative
user oneplus since year quality always premium though given na update spoiled camera previous divide one plus forced upgrade camera really felt cheap company perspective overall premium device afford else go nord rather series want save lot buck,negative
writing review day usage disclaimer pro gamer someone go behind excellent camerasissues pathetic camera even someone doesnt care much camera felt budget phone better one good thing ultrawide cam selfie cam suck low light display overall good got defective one green tint red tint low light alexa lack something impressed horizontal light hardly visible good light condition fingerprint sensor light bright low light condition something hardly tolerable feel like issue focusing camera especially macro cam price personally feel worth 35k 40kpros many listing speaker amazing dolby atmos speaker oxygen o except bug overall provides amazing experience battery good battery backup got 34hours backup screentime 8hours background apps running design premium feel especially onyx black colour look exceptional display full hd even though lack qhd higher resolution difference hardly visibleoverall perfect selection price within 40k otherwise dont feel good choice,very negative
best package get box everything class one plus look wise weight wise performance wise specially handle game ease performance beast,neutral
product got delivered 27th august 1nd september started seeing something wrong display later day phone started turn automically complained amazon minute long call arranged technician checking phone appointment fixed 4th september 4th technician came mentioned report phone defective amazon said report came expiration replacement window cannot anything lot request accept replacement instead arranged yet another technician appointment regretting buying phone overall sum review phone liked fingerprint sensor fast nothing else good,very negative
pro touch built feel awesome2 haptics awesome3 speaker amazing4 fingerprint sensor fast best class5 charging speed best6 battery fine last till end day7 gaming amazing8 display amazingcons1 camera good expected2 multitasking sometimes reloads apps,neutral
truly flagship experience 128gb black beast look premium professional look next level experience oxygen o sd865 ram management quite good gaming video browsing experince legend however macro shot look blurry camera quality decent portrait mode selfie premium video shoot exp awesome image stabilisation adding sugar taste display quality best ever seen curved display look next generation feel buttery feel call quality speaker quality also premium8 overall great specification dont hesitate buy special note dont trap youtubers review honest user month review best spec smartphone till date,negative
spec monster friendly user interface awesome camera quality price veryyyy pleasing use device trust anyone complain anything device using hand feel absolutely like flagship coming crappy 20k device bloatware filled cluttery software one plus definitely amaze ergonomics device done right feel light hand sturdy aluminium glass sandwich build definitely curved edge annoying add beauty device zoom lot camera amazing zoom definitely usable 5x macro shot replaced digital zoom opinion main ultrawide camera great charging damn good need even worry battery life daily usage rest snappy experience beautiful dark mode interface think much buy definitely future proof device sure extremely amazing flagship killer phone give go,neutral
perfect beast day day life grabbing phone really giving releif choosed right phone system best usual ram optimization bettercamera messed said make better next ota update overall buy flagship phone,neutral
premium feature feel good battery life compared brand similar feature phone priced value money speaker quality bad actually oneplus better speaker output connectivity voice call need improvement frequent issue audio quality voice call,very negative
mobile power packed available option best feature compete iphone camera awesome feature macro photography little bit shady overall camera performance good battery life little dull believe like one plus previous version picture display catch best market till date overall worth buying system update match pace top rated mobile phone tough competition well happy customer thanks amazon prompt service,neutral
heating charging talking minute battery drain easily 3pm added screenshot heating battery drainage using game noraml work phone dyas ago bought phonecontinue drain battery,very negative
using phone month camera better price micro camera need improvements90hz amoled display produce punchy color vibrant see natural colour one day easily working battery 30w charger simply good fingerprint working smoothly snapdragon fastest chipset phone gaming multitasking 5g network experience getting better day day phone satisfies regular hard working expectation,very negative
bought phone month ago pro design2 battery3 performance4 sound quality con cameraespecially front camera good written mail support team also get reply picture blurry picture taken low light artificial light clear taking picture lag lot show picture conclusion excluding camera phone good camera fault fixed would certainly recommended phone price,neutral
bad camera quality front camera blurry stabalisation even rear camera like 10k mi phone battery finish day 11hr working hour probably 4hr worth better go 20k samsung phoneno return policy,very negative
poor camera quality particular low light condition assistive light face unlock oneplus work well would rate oneplus 6t much better higher aspect compare oneplus oneplus 6t camera far better would say oneplus totally waste money,very negative
whole family using plus first time facing problem evry minute restart phone get network,very negative
received mobile 13th june using day would like say first mobile purchased brand one plus look premium hand work smoothly could succeed booking glacier green colour,very negative
awesum experience one best gadget owned recent time clarity amazing entire experience fabulous battery camera storage security feature amazing willing buy something range phone,positive
ordered 27th n got delivered 28th best part amazon phone wise expected eplus display issue scrolling screen start blinking window complained feeling left side phone typing touch response quite slow complained 5th september technician come check let see another oneplus hope problem orelse return dear paying much amount face issue worthful buying aware,very negative
heating problem phone charge phone get heat remains hot hour phone used wifi hot spot get heat battery efficiency phone get heat battery fall fast finger print sensor use finger print sensor disconnecting call work,very negative
got onyx gb ram gb today day booked 22nd june charging 1st time switched charged min took exactly hour min get fully charged even got heating problem charging ignored charging first time playing pugb high graphic hdr extreme getting heated even reduced frame rate extreme high problem going replace may replacement solve heating problem camera quality good bad battery backup good 90hz display,very negative
oneplus bit camera part issue rest phone beast especially come oneplus doubt performance gaming awesome come fanatic mode optimises apps notification order reduce processing load rest beast must buy product,very negative
received product good condition impressive pack amoled display give premium appearance phone concern battery life camera quality far satisfied iphone user last three year would say camera upto mark compared iphone still worthy especially evening photography word battery beast would recommend phone want change apple phone also seek upgradation premium phone,neutral
guess manufacturing quality bad seriesfrom day one onwards got problem taking zoom picture battery draining mobile inspection done reported replacement andim getting replacement last thanks amazon customer service hoping get issue replacement phone,very negative
perfect brand value comparison lag fingerprint felt bit slow fine camera excellent day time well complete dark room rest others comparison wit phone range,neutral
first experience one plus expected piece give premium feel disappoint aspect except camera bought poco x2 wife 17k one plus come close camera quality level detail give one plus focused camera also since many competitor give better cheap segment giving star camera else,neutral
