review,sentiment
nokia fan education year saw industry switch nokia coming back android o wanted give try old time sake well phone come close expectation foremost expectation smooth operation phone using basic operation like browsing internet switching tab phone unexpected laga frequently sometimes freeze reason one pathetic issue dial number screen go black time matter active imagine call processing happening background helpless mistakenly called want switch speaker phone move tab think reason replacement option return window day seems like thought way around may sold pathetic phone would never ever buy nokia phone probably childhood love needed heartbreak come fondness zone nokia one thing ready buy another phone exchanging within week time model even show exchange phone list edge case also covered haha probably use year end smashing wall screen freeze awaiting good riddance,very negative
elegant phone people mind spending extra buck time tested solid brand nokia might popularity chart quite time decided go phone reading review using xperia r1 plus past two year needed change delighted chosen nokia last next year least display camera battery backup decent gb ram help phone run super smooth found impressive swipe gesture bottom screen conveniently exit app take home screen display apps running background depending swipe motion also swiping inwards anywhere side edge take previous page phone done using back button bottom screen dark theme selected easily display setting make phone much easier use weary eye nokia build quality design awesome reminds back day nokia phone used everything mind paying 4k extra specification second rate phone available market range 11k provide know sturdiness delight using nokia long run factor premium paid acquiring device would highly recommend nokia user rely phone hour work day hour leisure rest battery power conservation,neutral
better try nokia give android model giving review 4days usage phone quality really good camera nice weight le good still concentrate user interface side yes collaboration window android gallery theme missing girl really miss item,very negative
14k hd display,very negative
phone good overall value money battery life normal battery used day barely made day camerait fine best good day day life processorokay processor ideal high graphic gamesnot many feature basic feature phone gb varient best thing uodates android one non chinese phone seal phone broken,neutral
see spec main processor ram storage etc wanted phone use confidently next year regular software update confident nokia fulfilling commitment,negative
received yesterday used continuous hr heating issue battery decent charger 10w decent 4k battery need charge camera decent pro photographer wait pixel 4a snapdragon enough phone receive security patch within12 hr display inch screen,very negative
first using really great phone day take pro great build quality plastic phone2 pure android experience august security update ready3 decent main camera good processing performance totally cool day day task bright screen speaker loud decentcons low resolution display screen larger beyond comfortable size3 battery average telephoto macro camera utter rubbish side button placement high given phone larger uncomfortably large fairly great phone want avoid chinese manufacturer like optimum camera experience download gcam mod,neutral
excited buy phone since nokia favourite brand unboxed phone hope shattered coming specification since many expert give better review want highlight user unfriendly phone rather stock android know whether problem android one phone fingerprint sensor pathetic taken fingerprint index finger phone never open single touch repeated attempt finally desire open cannot silent vibrate put sound mode notification panel yes autoroatate feature disgusting time phone rotate opposite direction viewing angle turn wifi receiving capability phone poor since stock android hardly good customizations search hell find music player found yt music saviour seriously phone in built music player one thing search google bring back button phone pfinally verdict please buy mobile desperately want get rid asap realme saviour nokia betrayed,very negative
price high price get full hd display mobile hd display processer old battery,very negative
buy product behaves abnormal google assistant frequently open irritating calling somebody suddenly speakerphone automatically start hanging problem restart almost time day finger sensor horrible press hard able unlock screen sad story overall regret bought phone,very negative
probably got defective piece mobile suddenly stopped working day use contacted amazon got proper solution also cannot replace item window open till sept mobile suddenly stopped working screen went blank even though around charge left feel bad nokia keeping quality known option visit service center get checked tried hard soft reset phone dead think made wrong decision taking account quality nokia brand known nokia user sadly think present nokia keeping quality feeling sad day usage brand new phone dead quality compromised get exchange help amazon nokia,very negative
stock android without bloatware constant ad running background phone phone fast responsive daily use good built,neutral
budget phone average look average performance u one hand operation would difficult inch screen lady gentleman practical use one hand biggest drawback average old style display get really old feeling using nokia need better bought due current india sentiment worth price,very negative
much complain price phone mp primary camera better hyped mp brand phone battery life great treated extensively high end game phone clean ui experience year android update year security update worth price also brand like nokia get best build quality look,negative
look 5battery 5interface 5nokia nokia nokia,neutral
mobile feature whatsoever living ultra hd age mobile still living sound output earphone mode trusted nokia realised nokia lost market joy mobile,neutral
expect much yes price phone quite cool look beautiful new design performance also upto mark thumb side,neutral
previous review rejected writing straightforward pro android one reason bought phone lot con knew still bought cleaner faster 15k budget say great build quality expected nokia good build quality look cheap con display ok see big pixel easily tilt phone bit see fingerprint slow accurate fails time least ok price spent 15k budget device deserve touch may find touch responsive many time swipe see notification app drawer never case old phone4 camera good day horrible night low light 15k think ok first low budget phoneedit 7th octoberafter using almost week fingerprint fail time using xperia xa1 plus hardly failed may time nokia situation bad thinking turn removed fingerprint whatsapp already connectivity many time wifi work phone working fine using wifi call close switch 4g sometime work jio airtel connection speed phone issue xperia xa1 plus sony phone known bad connectivity nokia really poor may something wrong phone review day make star issue persist,negative
week usagepros1 nokia decent snapdragon processor battery backup good display look good previous mob hd resolution feel bad front camera superb rear camera okay con mobile heating charging price somewhat high compared brand audio quality bad feel speaker vibration volume,very negative
good like device value money 10k would value money buy charger al fast charger,very negative
worst mobile waste money,
using phone last day battery amazing give almost day backup daylight camera good nice colour correction night mode average mood gamer snapdragon ok get price best thing phone stock android bloatware google apps want uninstall verdict isif want buy phone normal use best choice want use gaming purpose perfect,negative
would prefer phone removable battery old fashion sim tray phone made guess better buy one chinki phone chinese phone used make people laughing stock phone like weird status symbol anyway know tech youtubers like say youtube home shopping channel complaining phone pretty solid go price range,very negative
firstly would say trust appario retail pvt ltd reduced ever phone box damaged corner tore seller applied regular transparent sticky tape even main phone seal removed phone definitely removed box earlier sold u maybe replacement unit returned someone seller applied sticky tape sent u shame appario retail pvt ltd immediately opened box see phone damaged scratched something thankfully good condition decided return talking phone nokia come android one program google stock android experience main reason chose phone price range also guaranteed year android update security patch every month like phone phone look good back glossy polycarbonate look like glass cyan color look awesome stock android performance also great navigation smooth without lag display even though full hd clear crisp bright lesser pixel help improve battery life would full hd display display great battery mah stock android battery optimization adaptive battery feature help overall battery life good phone already got latest monthly security patch starting peace mind know update regular also get major android update next year main camera decent capture nice photo bright light low light performance also okay photo wide angle camera look soft le detailed macro camera bad mind even glad main camera sensor good enough take photo main camera use often nokia good budget android one phone price range pretty satisfied overall experience phone,neutral
front camera really bad phone amazon denied return product return product defected damaged different item received completely dissatisfied amazon refund policy probably use platform buy product going forward thanks,very negative
trusted brand worry security n cyan color awesome n best built phone sub 20k segment,very negative
phone like nonsense device display camera battery reasonably good build solid phone compact hold using motorola past year phone feel like step comparison cheaper chinese brand fair experience awful,very negative
using day speed good term ram storage processor gamer battery life showing good one day drain display fair enough contains camera though understand use depth sensor one bit disappointing point sound without headphone somewhat okay headphone could much better used nokia sound quality superb overall good one,very negative
bloatware regular security update update version edge,very negative
nokia beaten brand colour feel performance give premium feel,positive
bought device variant android developer interested stock android guaranteed update year pro fast working sufficient ram storage space stock android guaranteed android o update year nfc dual band wifi good network connectivity good calling experience sepatare slot sim1 sim2 sd card also support otg type c connector good camera quality 4k resolution portrait slow motion supported classic look transparent back cover gorilla glass screen bloatwares unwanted pre installed apps loud sound quality notification led power button con poor display resolution watch youtube camera taken picture many required sensor absent gyroscopic sensor missing mainly used google map direction precision lot issue software very poor user experience term look graphic non fast charger inside box sometimes heat even normal charging battery 4000mah last le hr le expected over priced get device configuration r 10k android phone buy device developer want spend lot money good stock android device good parent want basic feature whatsapp fb etc overall good fast device expect good user experience device nokia lover also hate device would recommend considering device,neutral
nokia fantastic smartphone ever great feature feel premium cool looking good awesome build quality nokia give one quality back cover headphone phone feel great people say watt charger would like tell fast charger watt charger satisfied best smartphone thanks amazone nokia,neutral
owning different model nokia like plus nokia plus issue charging port nokia warranty still got covered warranty service would come expect nokia old day still nokia bought mother tell short phone reliable phone expect reliable phone last covered necessary feature top notch built quality phone gaming enthusiast,neutral
firstly stock android bug like mobile genuine security software update monthly timely basis come nokia build quality price could aluminium block rather mix yet fine superb processor ram always choose high end variant lag screen good murli tasking yet bigger size careful handling 4000mah battery lasting day hectic day normally last longer camera could premium ur looking purchasing basis camera go specifically designed camera experience guess,neutral
camera screen quality good phone slow like gb ram battery life average twin app feature app lock gallery app design look good build quality good feature worth also delivered item package bad condition one side seal opened found mobile taken bending box pulling plastic cover wrap mobile returned back box tampering box smell new device old unsold item bad seller purchase seller,neutral
got phone 2nd september phone worked day display turned bright pink went blank left unusable dead phone disappointed nokia,very negative
phone decent professional use exceeds expectation much better chinese phonescamera quality goodbattery excellentcalling reception excellentram management excellentbuild decent0 bloatwareno heating issueused apps ram management decentand phone faster samsung exynos devicesonly disappointment headset made china else phone quite decent pick satisfactory brandgaming triedlast least sound quality equalizer work perfectly sound quality best,neutral
got phone withing day safe sound good packaging content phone 10w charger basic nokia headset transparent backcovermy first impression moment took phone plastic case literally like wow doubt went puff design 10build quality even say 10i got lot question people around like go nokia could bought anything else honestly convince go considered buying samsung m21s m31s m51 sure much better spec paper sure build quality pretty sure phone could stand wear tear regular rough use much competition market compromise look let tell getting year assured android upgrade mean never outdated o section took hour movie song browsing bring battery 0with normal usage lasted hour easily fingerprint scanner found bit glitchy face recognition actually good powerbutton notification light glamorous camera wildlife photographer found okay regular use mean techie review get phone camera day decent camera found lag switching btw apps opened multiple apps simultaneously issue whatsoever tried gamingsound quality good display good one thing bloatwares stocked stock android considering prev phone redmi sum get negative review phone get love phone regret whatsoever,very negative
great work hmd globals u compromised soul nokia brand everything amazing camera quality also good night mode goodhope receive regular security update year given 14k overall good phone great build quality come hmd globals u win world,neutral
phone box issue speaker microphone issue raised amazon arranged technician visit outside return window able resolve issue continue work amazon customer service exchange nokia working phone,neutral
nokia brand reason price quality product sturdy sure run year course come google native android o ensures better security promising update con price screen quality great hd content even played great viewing experience sound go sometime dead need restart mobile get back normal camera great overall know range presumed quality match extent iphone minimalistic configuration huge disappointment battery ok great phone used continuously hour overall price product range 5k gb 12k gb range brand called nokia,very negative
absolute trash phone waste money regret buying samsung instead main problem screen go completely black making call even answer incoming call power volume button help screen come back call end updated phone sytem still help apparently problem common across nokia phone known earlier even apart phone quite average camera okay price range battery life fine fan pure android though screen problem major red flag brand offer way better phone lesser price,very negative
mobile worth budget good look attractive design,neutral
awesome phone need nokia display would better rest good far add review daily use,very negative
good mobile charger good,neutral
software experience non chinese phone want phone sake software zero bloatware latest android update go pro android one build quality good look premium call quality good wifi calling feature added total control apps install year android upgrade con weight distribution phone equal text one hand 10minutes camera video quality suck nokia claim give day battery life last even till evening phone lag sometimes switching apps specially phone call found charger 10w take much time go lastly price around 11k 12k,very negative
mobile speaker problem listen clearly others talking able listen talking call also getting disconnecting frequently really bad experience phone still waiting product replace value money spent huge amount able use phone,very negative
used since last day writing performance experienced simply best comparing popular china product within range battery backup simply superb screen resolution okkay improved deserve hmd global smooth operation minimum us battery,positive
le one star give toothe worest phone trust please buy cry buying mobile getting much irritating using mobile,very negative
awesome buy got last week impressed overall experience phone offered love android one experience absolutely spam apps justbthe way like camera better something important anyway processor able handle multiple apps switching quickly good battery life maybe need slightly larger capacity bty loved google assistant button bought black one seeing brown cyan also available bought,neutral
hardly day using phone happens screen pathetic waste money,very negative
phone good at1 pure bloatware free android two year android upgrade three year security update bliss start realize value software update year build quality feel premium hand battery life easy day time hour sot per day display bad thought used phone fhd display honestly noticeable difference hd display fhd display camera okish good compared 64mp camera available price point stock camera app work well compared gcam rear camera gcam work well compared stock camera app selfie camera using two apps two camera want buy phone forget year one get software update outdated bcz year care 730g would want android security update bottomline phone excellent daily driver never let,neutral
first impression good screen resolution nice video streaming good audio call user interface also good impressive battery life like feel happy use trusted brand nokia replaced oneplus quiet pleased thinking whether need high end phone one good feature le fifteen k,very negative
first hard core gamer moderate gamer battery life moderately used upto hr screen on time complete gaming hrscamera decent one main one mp wide angle color saturation upto 13mp 2mp macro noise depth shot good processing lag faced using smooth performance received security patch update within day playing game performance wise good though older processor android one charging take around hr get full charge speaker noise speaker volume kept low noticeable put ear speaker loud speaker kept volume high google ai make task easier google assistant easy use dedicated button responsive called inbetween game video chatting fallen two time foot small damge thoughscreen nice brightness actually bright notice 720p using compass work overall nice sturdy phone o good adaptivity good,neutral
device support sim came corrupted imei replacement also instant gifting someone person trouble sad get poor service,very negative
display pretty good camera ok battery last day moderate usage adv two year android updateconsider nokia buying xiaomi oppo realme poco etc,neutral
phone lag le battery power low camera slow charging bad phone resolution costlybuy need regular software update,very negative
worst device day started problem call every call connects second connect ear phone loudspeaker turn cannot turned payment apps unable enter pin cannot even return device return policy week go device,very negative
5th october purchased nokia thinking nokia good phone totally waste using fitness band connected bluetooth phone day one facing issue connectivity pair device get connected time later getting connected blurtooth connectivity major issue phone contacted nokia chat support followed instruction resolve issue resolved frustrating,very negative
finally got nokia exceptional device price range display vibrant color contrast sharp text hand feeling awesome call quality also great camera fantastic device experience nokia advertised solid material far better samsung low cost high production chinese device,neutral
handset good price higher compared segment others build quality option bar back button bottom confuse back app good much user friendly easy use finger print sensor excellently work hd screen ki jagh fhd hota behtar hota par jaroorat nhi lagti battery overall good side button blinking also night 5star,neutral
pure android good display build quality camera battery sure good choice resource intensive game definitely good one moderate usage considering think priced coming samsung a50 issue screen fingerprint sensor fingerprint sensor working seamlessly,neutral
everything going good day battery life myth run hour full charge ot also problem heating charging,neutral
regret buying stupid phone everybody told buy samsung gave nokia chance camera okay main reason changed samsung j slow nokia fast phone cant even record call without alert party doesnt even calculator gallery google assistant annoying wont recommend feature heavily priced,very negative
device delight use daily driverthe con low resolution screen fast charging else perfect phone gwtting hr sot power saving enabled amazing,neutral
pathetic service amazon since day one phone working complain already raised unfortunately purchasing phone day wife corona reason wife home quarantine day completing period phone given nokia care found issue mother board ideally phone get replaced instead replacement replacing mother board still phone given,very negative
experiencing touch issue touch smooth recently discovered got serious issue try use phone kept bed table phone bed table left top side screen touch work also usually connect using home wifi recently started use mobile data seems pathetic tried sort mobile data related setting internet network reset option still internet intermittent feel irritating option replace phone another brand refund see option replace refund,very negative
always best product nokia must go even compare phone company nokia nokia legendary nokia beast matter price point nokia always best talking camera 13megapixel much better xiaomi realme 48megapixel even happy battery performance get full charge 2and half hour last 2days normal use 1day excessive use looking great rounder budget phone class think go nokia happy product give premium feel hand,negative
phone comparable budget phone 10k camera poor screen resolution average user interface also friendly android phone overall worth money paid,very negative
value money great product fourth nokia phone first nokia asha nokia nokia nokia love nokia phone awesome feature great quality nokia never compromise quality feature working fine nokia expected,neutral
3rd class product amazon replacement policy make fool electronic item amazon,very negative
battery life good hour change hour use want recharge battery life finger reader working much taking longer time sometimes reading screen quality okay come preappled screen guard fine overall parformance okay big fan nokia brand well please consider,neutral
utterly disappointed display 1080p video available watching youtube battery keep draining rapidly unlike othe custom ui device though based android one got another product replacement time additional problem charging adopter working kind joke,very negative
bit priced quality phone premium lag camera rear good front camera waste expected nokia great phone one day usage gamers much multitasking android one fluid amazon service good first phone replaced due heating issue replaced phone charger blame retailer sending faulty product amazon guy nice nd supportive,very negative
positive super designlight weightbatterygoogle assistantnegatives overheating charging using multiple appshight costcameravery slow chargingamazon tech support,very negative
worst phone ever purchased speaker sound poor call quality poor face unlock working camera getting hanged clicking poor quality picture lag screen response trying return replace amazon customer care adding ifs buts question asked policy dissapointed amazon nokia,very negative
nokia5 3looks niceclarity display nicedecent phone non chinese phone loversbattery stand 36hourstouch sensitivity goodcamera pic supercomfort lookgo,very negative
good phone good build qualitydrawbacks quite big phone handyit little handy price higher product rest everything fine,very negative
lovely phone delivery came within day good phone people want stock android good enough display good processor basic right sturdy phone good non chinese alternative spec sheet always reflect real life usage,neutral
switched talking even putted charging sorry wanted return disappointed nokia first priority satisfied time sorry,very negative
got 6gb model lag guaranteed best experience daily usage,positive
want performance build quality battery life stock android go average display speaker audio good con average camera front back sure phone work perfectly three year bcz get year security update chinese company price segment beat quality,neutral
pro low price high battery life good built quality segment look premium con multi tasking good face recognition issue lot higher latency rate lagging screen rotation low sound speaker,neutral
terrific purchase downside night mode camera else everything rock,neutral
met half expectation nokia product,very negative
phone real treasure price camera perfect sound ok phone fast battery life good last day android experience much better normal android short good purchase original headphone pretty bad used sennheiser phone sounded good,negative
trustworthy battery backup decent display good performance value money single button google assistance trendy notification indicator light,neutral
pro stock android bloatware safe secure software google assistant button useful feature light weight decent battery performance good match processor software con fhd display mediocre camera small 10w charger limited storage spacefive star software star hardware average rating star,neutral
internet performance fast could expect snapdragon hardware speed net slow big negative point say mobile get good antenna receptor family iphone redmi realme nokia worst internet performance time nokia broken trust,neutral
pro apart specifications1 camera excellent speed good3 light weight4 good sound quality5 good designcons front camera lagging2 finger sensor improved3 battery draining fast using front camera flash option2,neutral
simple phone battery life expected last hardly hour used continuouslycamera photo quality better take photosperformance sometimes touch get struckoverall pretty good phone market price,neutral
software superb look feel premium though display hd feel decent battery back extremely good acceptable area phone fails miserably audio speaker output headphone jack output low even full volume,very negative
nokia great phone normal us phone value money come stock andriod problem battery life phone phone need charged twice day quit dissatisfying,very negative
buy phone looking spec thinking nokia quality would good phone average current market standard camera screen performance build quality cheap big mistake spend k phone,very negative
nokia mean reliable definitely buy following reason decent battery lifegood camera hd frequent o update,neutral
nokia always good nothing say product short awasome nice look nice colour handy surprisingly got transparent back cover cover quality good buy cover seperately give minimum,neutral
nokia still long way go wrt smart phone software pathetic picture taken save first instance wanted return divide go samsung however return policy mobile unless received damaged condition software bug considered damaged cursing choosing nokia,very negative
iam giving review using 2weeks best part nokia camera quality performance big phone better quality middle class people enough pro good battery backup2 camera quality3 screen resolution goodcons sensor working properly,neutral
issue production 10days n phone display pink n becoming blank slowly n slowly sale defective itemplease look matter complaint want money back fool innocent people like,very negative
love use stock android phone due simple powerful feature best stock android phone available non chinese brand,neutral
charging say charge mobile take onther hour charge charge last long day false camera quite dull u take pic,very negative
phone nice taking much time focus using camera battery life excellent mentioned phone specification take little time full charge big display nice graphic writting review one month used easy use,negative
pathetic phone hanging every time also heating much u use mintus feeling holding like fire suggest everyone buy phone want phone change doubt nokia phone,very negative
looking nice outlook definitely pas best level value money screen quality also good impressive battery stiil working good way however reviewing early bought phone yesterday early say battery life etc,neutral
good mobile phone daily task complete stock android fine,neutral
performance good screen getting frequently someone calling hear voice frequently neetwork issue disappointed nokia,neutral
phone us outdated snapdragon processor current us series processor fast charging priced could get better model price completely unsatisfied,very negative
far good battery fantastic even though 5000mah lasting 2days normal usage nokia android one rock go better mobile bloatware,very negative
quality phone pure android experience pre installed apps built quality awesome nokia fare job quality finishing awesome premium look value money,neutral
good phone overrated overpriced since much better display also screenshot feature good person used samsung phone would dissatisfied,very negative
simple word comparing spec sort brand think buying worthy actually check better said better also safe regarding patch ups get android update guarantee come free,very negative
totally impressed phone quality quite bigger size build quality good sound also good camera average overall good,neutral
battery phone getting heated temp around 56deg c everytime charging phone request return exchange let hope good return policy amazon,neutral
nokia back action good phone cyan color brilliant catch eye whosoever see ot first display o little bit hazy 720p average user phone gaming camera average,neutral
awesome sleek premium design smooth clean ui great battery good camera awesome feel far better stupid chinese product fall love look design ui user experience,very negative
bad quality phone never ever buy always hang sick day want return amazon,very negative
price little bit high price 9k rear camera average battery exhaust within hour play game net stay always work home face detector work properly earphone quality poor,neutral
many year nokia come great mid budget mobile great built quality great display good camera suggest buy mobile stock android,neutral
value money,very negative
used phone around month major issue proximity sensor work irritating call screen go black call tap even make display nokia failed dont buy brand fixing major issue,very negative
phone finishing good good battery life pixel ratio screen resolution mark camera bit average worth comparing others brand price range,neutral
many necessary life apps missing call recording many camera feature big screen hard handle one hand fold hand pranam form buying later using hand handling,very negative
thought buying india made shocked see head phone chinese make know phone also chinese,neutral
worest phone touch working properly wifi mobile net work change mobile net working need switch speaker issue,neutral
expect type quality form nokia wow super first 15days awesome week start hanging flash light flinkering automatic switch much touch problem processed worst case product 15k budject chiiiiiiii iiiii,very negative
nice feel like chinese cheap trash clean stock android issue playing game,very negative
see battery percentage using two day excelent battery thank nokia brand super ultimate battery camera screen quality sugest nokia company please release higher version like oneplus pro battery life thanks nokia,neutral
good phone value easy use screen size good ordered phone mom tech friendly able learn gesture key easily also home look usage option easier people,neutral
ok speaker mic problem little costly phone per configuration chinese make right,neutral
purchased considering nokia brand disappointed finger print sensor slow respond camera quality ok screen resolution good short worth money better option available,very negative
camera qulity poor additional feature remaing battery material quliyy ok,negative
lot thing need fixed phone finger print sensor reliable screen quality also low little latency face unlock yeah agree nokia taken great initiative come low budget phone,very negative
good handset normal use liked android one bloatware provided fhd display important sensor,neutral
although phone good would better price little le average camera good battery backup great system performance slight heating chinese charger earphone,neutral
screen quality bad color looking dull rest feature including battery good could added good quality screen provided display color calibration option nokia disappointed,very negative
upto mark provdied better camera quality price competition mi vivo poco provide much quality feature price range,very negative
love nokia always love nokia built quality look beat even samsung a51stock android feel vere level,neutral
everything good display ip lcd money company providing led hd display battery backup ok camera feature improved otherwise everything perfect,neutral
within month start hanging disappointed want return,very negative
camare quality good regional indian language split screen screen recorder fingerprint sensor slowly sensed fast charging supported,neutral
720x1600 pixel low today date disappointed big disappointed,very negative
one best mobile released nokia build quality far better mobile brand range love pure android version spec defined fit best price pay,negative
display quality bad camera quality adequate battery draining fast4 started hanging 1st day value money product bad product nokia,very negative
poor battery backup hr camera quality zero look excellent light weight value money phone,very negative
display resolution good enough,very negative
device responding much slow though gb memory gb internal memory even kept data quite frustrating thing found good,very negative
screen vibrates operation phone slow hang purchased gb ram cannot check mobile much ram add call option remain hide incoming call,very negative
worst phone nokia time headphone speaker working together camera quality poor battery backup also hour,negative
much white noise recording video audio know software issue hardware issue,neutral
little bigger phone expected good build quality work well,neutral
exchanged coz screen getting dull automatically restart get normal facing issue replaced item poor display performance ever faced,very negative
overall good phone exactly value money passably good built heavy gaming special thanks bhavana s help customer care service thank,very negative
brand name enough many buy everyone one question price firm r giving lot ya maybe u see security offer durability product,very negative
good product long time bloatware clean ui fell 7ft survived without crack lagging time,very negative
upto mark battery draining fast camera worst fhd price,neutral
