review,sentiment
mobile phone screen issue completely black wall paper black background permanent white dot screen requested replacement soon device replaced although device preety average ram management good go snapdragon rather mediatek pubg lag sometimes medium setting ton preloaded apps apps cannot uninstall several option market xiaomi choose device wisely,neutral
nice phone smooth performance charge service decent screen quality superb sound ok body vibration issue speaker mode time calling body vibration present notification light overall decent performance price phone support watt fast charge charger support watt,neutral
worst mobile ordered mobile august received 22nd looking mobile display good switched working even though tried charge charging completely dead power mobilei received defect piece try return mobile nobody coming pickup amazon refund option buying mobile amazon worst decision multiple follow ups someone amazon picked phone return updated yet app communication updated amazon called amazon customer service care like woke sleep asked wait hold never came back talk felt strange call disconnected strange behavior amazon regular nd authorized customer amazon since year,very negative
totally impressed built look 13k thought getting realme 6i stock barely last decided get phone phone great smooth gaming experience also good good g90t g85 decent processor great daily life performance 12k budget go 13k realme 6i 14k go poco m2 scarlet red look stunning,negative
ultra wide shot,neutral
hi writing review post usage day dsiplay perfect better samsung m21 similar price range display full hd whereas counter part offering camera score counter part whereas much variation available selfie fantastic price specification le similar mi note except processor helios g85 one whereas qualcomm note e note 4k video capture option latest note battery stay long promised gamer battery last day half p2i protection towards splash note conclude shall recommend phone brand available good price thanks reading god bless enjoy,very negative
good phone mi mobile ok battery excellentprocessor fastcamera upto markthis megapixel camerareally good camera mp selfie also upto markdisplay quality good colour punchy psound quality nice note dolby atmos,neutral
nice color working fine hang lag front camera awesome sound loud clearnetwork connectivity also strong go budget add go redmi note procharger working min charging order replacement thanks amazon replacement,neutral
good performance nice display,neutral
good mobile little bit disappointed processor high cost,neutral
liked producti giving review 33daysrear camera amazingfront camera decentoverview damm goodperformance play freefire amazing lag free experiencebattery amazing usage hr still 27percent battery leftscreen quality goodram management ok keep last six app background aap restartsinhand feel good little bit widecharging take 2hrs ok u charge daylag free experiencevalue money 10no heating issueu go,negative
nice phone,neutral
plz help dnt recive charger phone,neutral
product good request buy product problem device get resolution,very negative
awesome mobile,very negative
awesome product go guy delevery packing also good got two day,neutral
ultimate backup good,neutral
good price range,negative
really disappointed made china product made india redmi giving 1star 0star option,very negative
look premium mi claim quite lot feature better ir blaster remote accessibility camera best price range aspect piece shit kindly buy becoz worth 9k move samsung phone fedup performance phone first day 2stars camera quality ir blaster phone lag much gaming performance poor way handling phone requires lot patience load longer time app detail battery last better camera quality good worthy 5k pls buy expect performance phone think better feature phone,very negative
price high compared specsshould gone m21,very negative
brought phone flash working properly intensification flash working like touch complained customer care sent ac repairman said ac repairman said one reset phone said work well change previous result one reset,neutral
sueprb phone,very negative
excellent picture quality great battery backup,neutral
nice product,very negative
inform placed redmi note mobile 24th july open handset 12th august mobile charged start problem pls suggest amazon return date also pls help,neutral
nice camera quality,neutral
good quality nice camera22 w given supporting 18w delivery fine worth pricebattery backup good,neutral
awesome product redmibest photo quality best screen superb design everything best gb internal gb ram price range,positive
misguiding information banner say made india reality made china blatant attack trust tolerated beware misguiding information,very negative
got defected charger box got replacement satisfied product thanks amazon five star thanks,neutral
brought phone youtube channel review think great part product four camera back punch hole front camera perfect changed status one best phone ever review last day phone capacity 128gb killer memory good battery last day normal used however mobile legend lot frame drop set high graphic still manageable set medium graphic sad thought much better compared lasted redmi phone quad camera setup almost note 9 one small difference 5mp f camera swapped 2mp f one autofocus welcome feature make macro photography much easier main camera borrowed 48mp f aperture well ultra wide unit 8mp f aperture ultra wide sensor quite small measuring 12um course 2mp depth sensor serf aesthetic purpose functional one video recordingunfortunately phone support video recording 1080p fps many mode shoot either cinematic aspect ratio available add dramatic effect video pretty much full hd video bit soft side dynamic range seems bit narrow see anything shadow cloud sky tad brighter,very negative
selfie camera expected picture quality bad appearing small dot entire face selfie click rear camera rear camera picture quality nice detailing good,neutral
good producteasy usecamera quality bestlooking goodlight weightbest gaming mi,neutral
good look design fhd displaygood color combinationbest phone price range thanks amazon delivery since delivery agent good complaint amazon delivers phonethanks amazon hearing customer,neutral
product super value money back panel plastic quality good camera perform great daylight condition ok low light also note pro think super value money budget permit go paying extra rupee redmi note pro got great build quality back side glass ufs rom storage great camera,neutral
good phone powered battery performance price problem camera clarity compared mi a3 mp camera disappointed problem,very negative
made china written phone sticker also box ad show made india made china,neutral
phone performance overroll good charging speed slow take time charge phone percent charge hour satisfied student going college morning phone take time charge hour take percentage charge,neutral
today noticed clicking sound around fingerprint sensor new phone anyone else face problem,very negative
worst phone evee,
redmi note9 great phone normal use gaming productivityhighly satisfied mobile awesome look superb quad camera look superb highly recommended mobile battery backup gooddisplay quality goodand performance per processor awesome mi note9 best,positive
think mi best market per processor memory brand mark china put moral good handset trademark made india big reason buy pro quad camera low rangehigh internal memory ram sleek design thin compared old mobile mi family processor also good hanging issue playing gamescons signal strength struggle every type sim card defeat purpose mobile phone built quality bad absolutely break felt plastic frame seems made cheap quality made grip without cover,very negative
pro batteryavarage processorcons camera charger advertise,neutral
made china advertising made india,neutral
best product homeschooling student e new user great combo manages every task vet well helio g85 chipset almost equivalent snapdragon student buying new phone preference please listen say great phone believe used planning play game pubg hour phone flagship phone also heat bit lag take care phone great choice,neutral
go mid range buget phone,negative
charging time mobile heating please contact return product,very negative
positive parts1 performance best multitasking3 screen display4 protection5 sound6 cameraneed improve xiomi unwanted app banned app still use like clean master etc must remove option fixed update price little higher side given 90hz refresh4 color availability5 night photo mark overall good phone unwanted app must remove manufacturer guideline govt india,neutral
camera quality poor feature also low overall low product high price,very negative
writing week usage1 front camera suck blur photos2 slow device tried opening saved video gallery take time it3 profille instagram facebook visible clearly4 watching video youtube feel slowness clarity issueraised issue amazon returing device thanks amazon helping genuine customer,very negative
hope need edit comment early experienced mobile using day purchasing recently would say beautiful phone brilliant display quality size faster performance satisfactory camera quality mention huge gb storage capacity battery good last sufficiently according usage issue found pre installed get apps app download update apps google play store seems work even find many google apps pre installed app besides consuming internet data faster phone know,neutral
budget phone best segment coming amazon service amazon completely money minded allow u ask question also concentrating prime customer normal customer throwaway service delivery update proper adding card payment also user friendly bank giving emi amazon show card eligible emi cheap treatment non prime customer one thing normal customer never get notification flash sale even though reminded many time n subscribed update coming quiz part spin n win completely useless n time pas game thanks pathetic service,very negative
phone good front rear camera good photo clicked mp camera look like mp camera photo,neutral
waste product hate amazon selling non worthy product mobile heating battery draining fast network unato hear call properly place kept mobile cross checked,very negative
made china product delivered instead made india really expected advertising made india sending china product one kind fraudulent happened time,very negative
fast delivery loved mobile,neutral
go directly pro consprosbatteryrear camerahelio processor goodconsbulky thickfront cameradisplayoverall nice phone range bought 12k price range ok ok phone expect much term performance wise u consider buying looking budget phone mi lover like,negative
average phone good price camera sensor poor quality take large mp picture see dead pixel zoomed photo glitter like star even cover camera take photo pixel come white colour everything seems nice used program uninstall crap xiaomi bloatware phone result see ad play asphalt game run smoothly playable fps processor helio g85 g80 nothing extra mi ui crap last phone mi a1 stock android understand xiaomi oppo etc spend money developing crappy skin stock android best final thought good phone use year price could 1k le looking forward buy pixel 4a next year price come,very negative
ordered first flash sale delivered 26th july best budget battery charging cool little bit heat generated high usage due polycarbonate back feel easily think rear cam superb front cam good price o decent waiting receive miui update overall rate miui received month back heating increased gaming charging,neutral
phone beautiful look stunning work fast thanks mi making budget friendly phone planning buy redmi prime barely available usually get sold second increased budget took redmi note 9it really good 12k amazing performance camera awesome night mode awesome charge really fast bought phone mother really vry happy ur pocket allows buy 12k go u 10k tight budget wait redmi prime sale phn exactly one jst bit camera differenceover give phonethanks xaomi,neutral
totally disappointed slow motion video recording look recorded show motion video trying return redmi note amazon giving option return fedof calling following please buy product amazon,very negative
great phone great feel,neutral
bought sale happy got offer price worked good day received next day experienced wifi connectivity issue wifi connects disconnect done couple phone reset issue resolve raised issue amazon customer service appointed mobile inspection service next day person came inspected resolve updated issue day received call amazon customer service told replace new phone received replace time also experienced issue waiting person come inspection check issue asked refund refunded last thank amazon issue flipkart would refund tell u got service center amazon best,neutral
super mobile camera quality better sound effect super battery backup super dispaly quality ok reverse charging super charged blutooth headset give better charging reverse charging working overall better phone,very negative
purchase guy happy front facing camera state mp work like mp camera expected xiaomi camera quality rest phone good big battery phone fell light weight also fell good hold let see update given regarding front camera issue,neutral
received mobile mobile small black dotted worst item received,neutral
best budget phone rangebattery life good unpacked beast alreadyless bloatware nice thing android one miui got instant miui happyit slim big easy hold give good grip menu inaccessible sometimes big phonein box gave pin fast charger usb plastic transparent cover well also nice screenguard without printing itvery impressed look glossy back make look rich royal suggesting guy go,neutral
really undisputed champion arctic white colour disappoint flawless,neutral
aware colour mode set auto contrast get really high sunlight make display easier see personally fan feature turned previous phone got redmi note miui even setting colour default contrast still change sunlight worse tends spa car instance seems sensor software confused whether contrast increased end display start almost flash continuously lowering upping contrast tried restarting phone turning auto colour feature problem still persists sure bug bug way turn feature completely,very negative
best smartphone budget segment best camera performance display battery backup,positive
camera good photo yello type captured original color,neutral
would like review redmi note note 9first prosprimary camera goodram management betterdisplay good128 gb internal memory goodapps working butter smoothtype c portconssecondary camera worst need update via software update charging take three hour bad charging time saying fast charger loudspeaker sound little compared samsungedit charging took hour acceptable called amazon help mobile fine issue,very negative
product made china even though amazon claim made india phone also contains lot banned apps like cleaner uninstall expect amazon cheat customer wrong promotion made india,very negative
mimindblowing mi phone mi battery excellentprocessor fastcamera upto markthis megapixel camerareally good camera mp mi display quality good colour punchy p mi sound quality nice,neutral
play pubg high graphic battery backup good display awesome camera awesome speaker sound nice nice deal 12k,neutral
phone meet expectation chaina made phone calling vibration coming phone getting hot one hour use photo quality ordinary,very negative
buy waste product battery taking hr charge full display quality full hd battery backup good totally disappointed note wastage money camera qality average good buying think think think otherwise u fail,very negative
wrost product amazoni purchased product facing many problems1 heating2 slow charging3 battery drained fasttechnician also come say yes sir ur product defective give report product problem really disappointed product amazonvery bad service provide amazon,very negative
took phone say made india actual phone made china built quality screen resolution good poor quality marketing trick release schedule time given configuration motorola phone using two year 42mp camera resolution far better thus redmi suggest purchase redmi,very negative
recoment mp camera waste ur money phone struking charging take much time,very negative
mi retained strategy fash sale marketing sell phone worthy performance chipset good price better move series better display pro camera quality good fast charge good con display good compared phone segmentheating playing gamesbattery back ok stand day normal usage,neutral
phone annoyingly slow say 4gb processor easily beaten older 2gb processor phone 48mega pixel camera name sake samsung moto oneplus 20odd megapixel camera better phone highly disappointed redmi phone battery charging speed seems decade behind hour required full charge c30 charge per hour,very negative
realme 6i redmi note must say always go note realme 6i battery really shit draining quickly compared note9 due 90hz display also heating issue charging realme 6i redmi note better camera good light condition compared realme6i moreover realme 6i come watt box charger redmi note come watt box even though real 6i support 30watt charging gonna buy watt charger cost r coming screen protection realme6i come older version gorilla glass whereas redmi note come latest corning gorilla glass chance real 6i camera get scratch protected using gorilla glass whereas note camera protected corning gorilla glass final word really worry battery life never ever go realme 6i feature called hz display realme 6i drain battery quickly better describe realme 6i fast draining phone rather fast charging phone guy believe reviewer word say good review favour mobile company give better amount better ask friend brought phone rather watching review video,very negative
received phone yesterday first impression ok ok phone case given transparent come grey shade override phone color observed little lag application first battery charge took hour phone support 5w charging accepts 18w doesnt make sense since budget phone dont expect much atleast battery charging issue fixed note amazon delivery considering ongoing situation undestand amazon prefer contactless delivery delivery person didnt call time delivery directly handed shipment security reached customer care pointed received message mail delivery satisfied answer since expecting call delivery person reason day feel amazon customer support lost friendliness,very negative
camera stopped working inserting sim card amazon delayed order day late delivered 2nd sep supposed deliver 28th aug replacement window closed 5th sep called amazon customer support said window closed hence cant replace item soon going complain consumer court amazon totally wrong wish replace order soon,very negative
redmi note 9camera tha best parfomanebattery good parfomancethanks redmi note sound bass best video ply collerprice ce best amazon thanksvery best mobileand looking colour designingbest,positive
delivered made china made india one bad thing,very negative
review using redmi note 3days perfect phone perfect price camera quality awesome say battery would like mention give much backup drain faster 30pm going bed night checked buttery checked morning 30am waking battery showing without using phone charge gone within 7hrs also super fast charging useless phone take 5hrs charge another weak point made china,very negative
like,neutral
updating review dayspros battery 5000mah2 display 53inch3 processor g854 fast reaction5 cameracons front camera upto mark2 battery could 6000mah3 display brightness better see sunlight adding using month much heating problem5 gamer bcz also much lagging problem battery draining fast expectedi recommend poco m2 have1 6gb 64gb internal2 camera good3 battery 5000mah4 g80 processor5 screen price going save around 1k quality phone feature,very negative
good product worth money must buy one draw back updated android version within day receiving product,very negative
look phone color awesome first time using black grey color phone camera selfie amazing back camera good mark select 48mp took photo good charging super fast took le hr full charge weight case feel something holding of course every mobile weigh put case performance since day using really fast want observe write display large clear edge to edge screen even change setting display reduce display size overall looking best phone 12k inr blindly go,neutral
nice price rangeall good battery drain 8hrs using heavy usage,very negative
nice phone front camera goodwe need take good selfie phone phone selfie camera goodone thing charging phone better take may charge phone take approx hrsi know one thing box charger w fast charging support phone support 18w chargingin may word w also good charge red mi note phone taking much time complete charge aprrox hr,neutral
like product camera quality satisfy,very negative
excellent mobilepros bigger displaybigger batteryexcellent camerassmooth performancecons w fast charging need unlock 5w support everything good,very negative
display good camera upto mark taking video sound video sync battery getting drained quickly video min battery driained min usage battery drained wifi used kind internet consuming application done navigation phone software tested properly lot graphical glitch using phone hope next ui update fixed,very negative
nice product short range multi functioning instance lag performance average,neutral
everything best phone according price best budget battery last 2days medium usage w charger box support 18w charing speed impressive camera nice improved software update gaming performance decent price user experience improved miui update banned apps overall recommend everyone,neutral
quality product good thought notification light charging notification come quality camera also good thought,neutral
great phone normal use gaming productivitypros great design even though back made polycarbonate material feel premium strong2 hang issue far fast3 video colorful vibrant4 1080p display good feel like amoled display5 touch feel good6 charging super fast battery backup goodcons main issue banned apps preinstalled like secuirity mi browser etc2 camera good expectedoverall conclusion buy phone u want premium phone low budget u spend couple thoousands go higher version like pro pro max maybe samsung well,very negative
u gamer plzz buy pubg lag much u even play like normal overall camera battery nice,very negative
best mobilenice product,positive
perfect device price range strong processor gaming big display large battery good camera made device perfect phone heat battery stay long go mi,neutral
super look elegant lovely colour super camera really loved expected able get phone trying buy last week get lost hope tried last flash sale hope fortunately got phone desired colour really liked purchasing amazon get phone even mi store got amazon really unexpected thank seller amazon,neutral
bought phone amazon prime day sell took around day arrive pro phone notice good battery life sound screen quality con took almost hr full charge use 18w fast charging come 5w charger completely waste camera quality also normal look like take shot 48mp camera anyone thinking high quality snap dont buy buy battery life screen quality,neutral
product made china heating lot 10min usage bloatware4 promised remove mi security mi cleaner etc still exists lied front facing camera average network issue usual like mi phone great fetching network signal feel bulky hand finally regretting purchase redmi phone user past year,very negative
worest product service amazon ever seen product damaged used replace processing replacepro nullcons fullbattery heatingcamera upto extentprocessor slow gamesbanned appsmade china tag made indiafake suppliesmore failure processorno fast chargingonly arround w,very negative
overall phone performance super good reason gave star redmi new feel anything special using guess redmi cell,very negative
xiaomi redmi note design displaythe smartphone come company call aura balance design design redmi note pro redmi note pro max feature back phone glossy finish making reflective xiaomi redmi note come three colour option pebble grey arctic white aqua green review unit got pebble grey colour variant phone look good sturdy disappoint term design also see rectangular shape cut rear side housing camera bump along fingerprint scanner led flash placed beside camera system right side phone volume control button along power button sim card tray placed left side redmi note offer card slot one microsd card two sim card xiaomi redmi note equipped 5mm headphone jack placed bottom edge phone come usb type c charger charging port also placed bottom along speaker grill microphone top edge phone ir blaster smartphone feature inch punch hole display 1080x2340 fhd resolution punch hole housing front camera placed top right corner thus hardly obstruct viewing experience redmi note display strong point phone provides sharp colour adequate brightness viewing angle good despite glossy back phone offer firm grip smartphone feel sturdy durable easily used single hand xiaomi redmi note performanceredmi note come powered mediatek helio g85 octa core processor maximum frequency 0ghz gpu frequency 1000mhz 6gb lpddr4x ram 4gb ram variant phone well handset come two storage option 64gb 128gb mediatek processor easily handle day to day usage without giving much complain considering redmi note budget phone hope much high speed performance device loading speed apps reasonably good switching multiple apps easy gaming experience disappointment however heating issue device prolonged gaming long streaming hour acceptable price point xiaomi packed android layer miui top redmi note phone xiaomi phone device come much pre installed bloatware include apps like mi credit helo mi community zili apps already banned indian government one always uninstall per choice struck u phone suggests download apps even setup process individual choice install moving phone ui typical redmi phone using redmi phone may find easy use phone simply familiarity also get spam notification device xiaomi redmi note come rear mounted fingerprint scanner face unlock technology security privacy device worked well u unlocking speed security feature acceptable phone price xiaomi redmi note camerain continuation trend day xiaomi introduced quad lens camera system back redmi note phone offer 48mp primary rear camera paired three sensor wide angle lens macro lens depth lens much new camera app ui however company added separate document mode redmi note used scan important document paper considering camscanner app longer available important addition 48mp camera justice object captured able retain detail true colour le however noise creep use wide angle lens sensor offer 8mp ultra wide sensor degree field of view photo clicked low quality lack detail,very negative
powerful gaming processor superb game experience pubg codsuperb battery performance w charging fast expected main cam night mode good low light performance bad,neutral
faced charging issue took hour full charge 22w adopter said hd resolution display feel hd phone lagging hour usedfinally opinion please buy punctual camera go little higer price get best one,very negative
always best budget product xiaomi colour look awesome battery life give full day heavy usage,neutral
cell look n screen display good far issue connectivity inside battery also drain quickly feel audio average second day usage far ok cell thank amazon prompt delivery,very negative
vry nice product redmi note scarlet red 6rear camera 10front camera 10battery perfomance 10charging speed hour heat hang problem scarlet red colour beautifulloverall product nice,very negative
waited month get redmi prime redmi note sale drama local shopkeeper selling phone higher price variant color customer able get even single color variant mobile brand seriously think problem,very negative
mobile gamersg processor performing g80 half g90 lag yeah true gamer know poor optimization disappointing fast charging take hr full charge pro heating problem sorted descent camera good looking body good battery backup u pay go poco series better mobile performance charging backup u r gamer go poco series realme 6i far better performance excellent quick charging finally note undisputed champion champ household user normal usage,very negative
feature good thing bothering apps storage many useless apps use phone allow delete checked storage found useless apps consume almost gb storage phone gb storage use gb storage please consider,very negative
got defective piece speaker working please rethink twice buying mobile better go samsung hour within range,neutral
awesome product,very negative
camera battery life good charging problem take half hour charge 18w charging support,neutral
like good battery lifepowerful processordecent daylight camera performancedislike bloated uigives 5w charger phone support 18w,very negative
hey guy without wasting coming point didnt like product reason listed one day use saw battery upto mark drain swiftly camera called 48mp poor realme 5i even redmi camera flash low display smooth charger cable box packaging good last expecting made india product given made china mobile pathetic,very negative
please dont buy otherwise feel like cheated big bug miss redmi side issue mi phone front camera big issue front camera video making able focus even highlighting issue amazon mi amazon saying issue per shared technician addressing issue mi team saying reset phone saying 13mp give much,very negative
first impression goodbest phone mi note 9display quality sharp brightbattery backup good almost got one day battery lifein term performance best phone price easly handle pubgcharging speed also super greatspeaker output bestif searching best budget smartphone mi redmi best one,positive
best performancedisplay 5camera5 5sound5 5battery5 4charging time5 4in one time switch wifi hotspot temperature rise within hour realme phone charging loss hour,very negative
moon purchasing mobile used lot mobile mobile cream crop mobile function admirable mobile camera outstanding would recommend purchase mobile mi,neutral
seeing heating using internet watching video,neutral
safe say cousin happy phone far battery huge keep working study whole day long thanks amazon day delivery,neutral
anything amazon igot 2nd hand product amazon iam expecting amazon amzon sent returned product amazon think coustmers fool amazon mobile already screen gaurd scratch missing sim ejector pin also mobile completely used,very negative
product good made china though shown made india,neutral
mi note9 gb ram gb storage best budget battery charging cool little bit heat generated rear camera superb front cam good price o decent waiting receive miui update super phone quality good performance big bright screen overall rate,neutral
using two week writing review word undisputed champion really apt mobile camera pretty decent megapixel battery beast3 fast charger4 display pretty cool say budget champion price 12k thank amazon providing superb product,negative
bought coz nothing else available phone selected sale date got mi ui update phone show sign sluggish behavior update many reported defect redmi note series phone related camera accumulating dust wifi issue got issue yet faced touch issue browser scrolling youtube sometimes auto scroll block scroll started happening miui12 udpate battery draining faster miui charger watt phone charging watt udpated mi software per report take hr fully charge far phone concerned ok camera video quality bad coz sturdy keep readjusting focus click good pic day day work phone good heavy mail would render open faster mi ui customizable hide notch notification light processing fast gaming phone period pubg sluggish others would crash may mediatek processor good snapdragon mediatek decided g85 stupid release introduced series g85 doesnt upper hand g80 aspect could prefer redmi prime poco g80 2k cheaper speaker volume low display bright would recommend buy option available,very negative
value money device beautiful display design position selfie camera perfect almost full view experience performance good pubg run smoothly miui12 update rear camera superb specially pro colour mode make picture attractive battery stay upto day dislike charging speed take hour,positive
wonderful device loved ui touch camera look premium video look great fhd display latest release note series note cost 12k note price hiked 7k sane buyer would grab opportunity open hand honest review redmi love,neutral
notice slowdown using redmi note week 4gb ram multitasking issue could switch multiple apps easily found face recognition well fingerprint scanner quick unlock smartphone display good viewing angle get bright outdoors camera performance great good smartphone price performance offer adequate keep many budget phone buyer happy long battery life help go throughout day without worrying charging want good all rounder clean user interface one go,neutral
review week usage good battery life getting day battery life take 1hr full charge stock camera quality mark adding gcam could improve good sound quality front speaker excellent network problem running miui hopping android available soon stuttering casual task cant comment gaming experience since done till,neutral
fantastic phone price good haptics fast fingerprint face lock great display good connectivity miui12 great service across country great back might say add budget buy get realme 6i someone add another get samsung m21 bigger battery amoled display chain keep going buy whatever budget let dissapointed remember good phone got cheap cheap phone good,neutral
made mistake thought medium tek something processor proved wrong snapdragon processor much better guy good points1 battery awesome back great standby2 camera ok ok natural colour saturated3 look acceptable price rangenow bad thing is1 processor although clocked ghz phone definitely gaming purpose even clash clan wrking smooth forget pubg running pubg game turbo still game lag bit frame drop high sometimes guy upto never trust medium tek processor gaming specially k phone review week first system update issue resolved battery optimisation stand awesome biggest pubg run smooth without game turbo happy peace,negative
camera 5battery 5display 5processor 5speaker 5look 5value money day bought phone phone work good slight display glitch come rarely mostly phone nice n good go 6gb gb better processer,neutral
redmi note lob price mobile look good battery life good camera quality awesome touch work smooth weight normal doens feel heavy hand mobile little big played pubg without lag gameplay smooth back mobile made plastic glass overall great mobile complete value money,neutral
really good mobile low price fetchers also good mi best phone evervalue money,very negative
order point okbig display good processing speedhowever display quality poorthey claiming mp camera pic quality like mp mp photo enhancement optionspoor product mi,very negative
product good low system,very negative
redmi note9surely better snapdragon processor according personal usage mediatek good long term usagebattery life phone battery life pretty good fast charger make really difference price range phone comming charger greatcamera well according personally camera oriented phone could nit depend pro photography well camera also bad selfie camera also goodprocesslook feel nice juat like note9pro look great handoverall long term phone,neutral
writing review day usage everything seems going favor found issue wifi connection issue strange display connected wifi internet weird look like issue redmi phone redmi note show similar strange behavior careful use wifi mobile data,very negative
amazon advertising product ace reality far say quality within month buying device start hang miserably including many minor issue issue facing wifi connectivity wifi work efficiently unless device put airplane mode top response company contacted amazon deny bear responsibility wanna sell product minimal cover fault damage shame amazon product worth buying,very negative
product considered good option starting mid range smartphone issue plus point observed mentioned con response fingerprint sensor quite slow processor sometimes throw lag multitasking phone color visible put company provided case pro camera quality really good one take decent pic provided availability proper light battery backup bad support hour full charge miui upgrade surely give good reel use,neutral
3days use think redmi note9 awesome feature likeyou get dual app like bhim google pay phonepe app app dual space one user mode another guest mode review basic feature battery screen camera1 battery performance great 1hrs fully charged screen little bit disappoint camera like 16mp rear camera 5mp front facing camera ordered phone sell one kidney friend friend get r give phone first bought phone bought glass cover rest used treat friend drink glass milk bread,very negative
fantastic phone value money great battery life mp camera give great picture crisp sharp right color light weight sleek phone lag heating problem even use talk long charging pro great design camera processor sleek easy hold fast charging lag heating problem con none yet,neutral
wastage money nothing else buy phone seeing specification camera cheap poor quality photo photo even worth r mobile talking network speed think redmi reduce network catching power tested phone old lyf mobile sim network location lyf give speed 5mbps redmi note still stuck mbps play heavy game like pubg suitable pubg wastage money nothing else buy worst product thank,very negative
amazon advertising made india send made china phone one time saying wrongly send made china phone 2nd time said made phone launched yet advertise made india amazon trustable even go refund,negative
screen quality build pretty ordinary samsung m31 provides much better quality phone incremental cost 2k feature think reason sell phone via flash sale user get time think,very negative
good phone overall ill say budget friendly phone quality wise feel good compared note one good purchased colour u get see edge like toy design back panel plastic compared note glass panel camera quality better note almost improved certain area colour contrast overall good budget friendly phone decent gaming phone 12k worth still redmi note class,very negative
bht h sdr scr ytr h istml krn pr lgt h bht sdr anbhv ht h ftt itn sdr aat h gdh k bh ftt khc v mddl lgt h uttm at uttm,very negative
phone good one true value money camera good xiaomi device segment speaker sound output quite low hear dialogue set full output easily fit hand processor good lag seen far overall good xiaomi buy keep expectation low respect speaker volume,neutral
faulty mobile phone received worst return policy amazonseveral time created return request false statement provided amazon,very negative
superb speed display big sound quality excellent feature nice bacttary performance really good camera average give four star five according reid mi note price compair mobile price really prefer redmi note good one specially thanks amazon providing product coast emi different finance thank amazon,neutral
best phone price segment give awesome feature compared market loved product recommend buy milove redmilove,very negative
bought green one theydelivered white white beautiful green happy product screen smooth battery also good compare vivo redmi camera 48mp vivo best also good difference companyoverall phone excellent simple use sound quality,neutral
redmi note phone review month use pro build quality good mp camera quality good sound speaker crisp good bass miui update received rely long time better realme phone con miui many bloatwares miui showing frame drop audio enhancement software installed like hi fi dolby dts default equilizer work bluetooth device macro lens wide angle lens quality worst look like cheap camera used miui showing many ad,neutral
good looking phone 5000mah battery main aim battery display best choice camera average decent expect price segment phone design though look premium nice hold ui easy use touch sensitivity responsive phone last easily two three day casual use massive normal usage last day still half juice remaining love long battery life enjoy,neutral
mobile really good also got good price much better experience always mi fan always delivers quality product long lasting smartphones plus made india ok investment camera 10battery 10display 9buttons vibration 8sound 5back 5durablity 9charger 8gaming 7heating almost nullconnectivity,neutral
