review,sentiment
pro clean bloatfree oxygenos run smooth come amoled screen 90hz refresh rate really go along make display average battery life decent last day normal usage sound quality good modestly loud design actually fit hand well shorter usual breadth bit length better viewing experience gaming performance average phone look feel premium using alert slider make convenient switch different mode face unlock fast oneplus phone con camera good expected macro lens pretty useless main camera lack depth color vibrant oneplus bit much beautification selfie shot 4k video recording 60fps absent 60fps performance quite good headphone jack mono speaker bottom right phone tends get covered hand using also one side phone audio well delivered stereo speaker expandable memory slot plastic frame worrying thing make phone comparatively le durable fingerprint scanner screen quick traditional fingerprint scanner back recommendation looking phone delivers high performance smooth interface daily use go prime purpose gaming better option available also expecting flagship camera performance might want consider phone update pixel 4a camera surely much better nord camera,very negative
often leave critical review product excited new oneplus nord got delivered earlier today ahead time still exploring phone one aspect complete let camera pic clicked grainy cool must say oneplus guy really turned time like honestly phone day look feel alike camera one aspect set winner apart ordinary phone dont know guy expected team oneplus poco f1 purchased year back returned time better pic since cant return item going live upgrade sorry negative review,very negative
battery usage update drain faster one plus model one travelling frequently might ideal phone fast charging relief one access charging point morning night usage possible moderate slightly heavy usage bottomline good entry phone never experienced one plus one budget constraint others one plus 8t would ideal bring 120hz refresh rate maybe wireless charging afford dont mind heavy phone one plus pro 8t pro would ideal one still use 7t pro provides best one plus experience initial impression tint issue widely reported smooth given 12gb ram 90hz refresh rate lighter pro model still feel sturdy camera quality par top model one plus device case outdoor picture indoor low light picture good fan punch hole camera would preferred full screen pop instead battery usage need tested seems ok,very negative
yea pre ordered july got august package nice without damage first impression display nice hz refresh rate feel nice smooth camera okay upto mark macro lens depth sensor back crap wide angle okay image smooth without crispness fps video recording 4k rear cam present front cam know premium user experience face unlock in display fingerprint good phone lack true premium feel due plastic frame signature slide button delivers good experience okay feel need 5g chipset future proof definitely go want flagship perfomance go k20 pro oneplus 7t wont good choice heavy user still good experience regard game short run stilli satisfied got updated excellent charging speedbattery backup good daily user last almost day serious heating issue mid range phone expect monster perfomance one best choice daily driver,neutral
heavily disappointed much hype camera even upto mark grainy picture look like applied kind filter selfies way undo haptic feedback good however several bug phone hoping get fixed update also panic nitpick screen quality look great fall marketing gimmick oneplus promised something extraordinary failed also several trouble registering phone red cable club several attempt complaint customer care solved,very negative
got delivered yesterday used hour tell first mid ranger previously using s9 plus s7 edge iphones stone age first one plus mid ranger assure le flagship experience forget bout negative review device perfect one look power performance know useful 5g modem care baggage consider nowcamera unit also awesome perfoms well remember bloat free advt free experience oxygen o con yet discoverenjoy nord,positive
bought phone augmented reality purpose even launched caption world first ar launching nord supporting augmented reality damn fooled one plus totally disappointed long wait rupee wasted prelaunch ar must technology 2020phones even 10k phone giving better support one plus released skull without brain return worthless waste time,very negative
amazing phone got delivered today also received red cable membership unexpected formally one plus comparison one could lot better silicone case came however horrible smell wash using phone camera could little better touch smooth one plus phone fast hell color vibrant notification led earphone jack grey attractive blue better update display issue month time,neutral
front camera bad low light photo also bad need update camera section worst camera also excited product like everyone else going one plus brand u r investing 28k mobile satisfy basic average need least camera quality average rating giving otherwise feature good,very negative
stop cheating customer arranging tempered delivery empty mobile box hard earned money amazon investigation team refuting claim enough evidence prove claim tempered delivery escalate matter highest level also drag amazon india social medium besides suing consumer court,very negative
prosmooth o lag allamoled screen good quality screenprivacy useless apps like found chinese phonesall pro would expect spec deviationsconnot metal framecpu slower compared current flagship note releived display fine low brightness read user sharing green tint issue face yet update review case issue,very negative
brilliant uploaded pic selfie well portrait shot near shot loved phone good sensor first phone job really special fine screen smooth touch camera beast selfie beast screen fingerprint smooth fine better phone 256gb never ending storage con apps lag like gaana facebooktouch 90hzs oneplus device phone heat gaming minute portrait shot blur area google lens must take picture macro camera uselessnew hydrogen update foundi took pic mom dad loved,neutral
display green tint issue display look like cheap quality phone want return phone amazon offering return phone,very negative
average phone one plus surprisingly bad battery life though good battery paper disappointed,neutral
used several phone except like type phone phone silky smoothy 90hz refresh rate speed good smooth like iphone keypad touch also smooth audio mono speaker also good audiable camera fair think next update camera quality also increase phone user friendly wrap charging minute time take charge completed excited appreciated oneplus company le price nord,very negative
nothing say product marketing strategy pre ordering product hdfc bank creditcard offer purchase paying full amount delivery showing hdfc credit card discount applicable 12gb 256gb variant ridiculous even return option product fair customer pre ordered product oneplus amazon breaking trust,very negative
oneplus nord competitive smartphone segment pro device pretty impressive look premium screen look great2 camera work descently struggle3 warp charge4 gb ram great helpful multitasking5 screen brightnesscons even snapdragon said best chip range one performance snapdragon wrapped new ai engine still struggle maintain smooth experience screen refresh rate 90hz due le processing power struggle maintain refresh rate mono speakerit stereo speaker miss want bass ufs 1the storage speed data transfer speed decrease observed used ufs 0all budget pack get everything right hand experience say even better cooling system observed nord actually heat fast take time cool one pretty intrested use phone continuously several hour would recommend reconsider thing heat pretty fast suffers maintain peak performance oneplus tried bring top tier performance midranger device performance good great oneplus nord make upto marketing hype several pothole smooth experience expect corrected software update future nord segment midranger phone end best would suggest see 8pro oneplushope help thanks,neutral
go brand name look bad camera vivo z1 pro believe clicking better picture one plus nord vivo 18k one plus conning buyer breaking trust really overpriced first last oneplus product,very negative
poor phone company lair battery charger 30min true,negative
skeptical changing one plus 6t nord still processing power 5g available india next year nord gorilla glass whereas op6t gorilla glass end happy switched phone seems snappier better display new design camera good right time oneplus jump upper mid range market since main lineup getting expensive generation gaming series necessary nord seemed like perfect substitute since oneplus since oneplus day,neutral
oneplus user start expected lot mobile nord hand give premium experience u get rest oneplus mobile build cheap mobile like oppo vivo hav gone oneplus extremely dissatisfied,very negative
call recording option,very negative
dear camera enthusiast go oneplus nord pretty much opposite flagship camera promised poor low light performance especially front camera2 lack sharp crisp outputbetter go oneplus 7t,neutral
delivery fast delivered mentioned date box packing beaten unlike onplus box edge bent box fallen multiple time per product phone look good sure look like premium phone unlike oneplus phone box quality finishing say cheaper oneplus expect premium experience another disappointment oneplus redcableclub work nord redcableclub nord model listed evening phone setup try link device fails stating device already linked another account yet explore phone feature performance share use couple day month usage rate disappointing phone oneplus created minute hand literally feel pain due deisgn weight biggest disappointment camera shot blurry pixelated even pushed update camera still take couple shot get one clear blurr free picture take still photo even slightest movement either phone person move picture turn blurr phone low resolution le expensive take better picture nord definitely big phone whish could exchange phone maybe realme redmi,very negative
amazing design amazing feel pretty smooth best range however came across bug first day usage link device redclub membership reported multiple people community look like developer looking apart first day use really great battery amazing using since hour still left update bug fixed day,very negative
pre ordered phone 28th july got 3rd august thank amazon faster delivery posting review using phone bit sub dividing review pro con pro design phone overall build look premium moulded way feel cheap aur even midrange mean want quirky look go blue marble trust gray version look elegent fluidity smoothness oxygen go wrong anyway bundled snapdragon 765g even good display device look dope fluid amoled panel along 90hz display look awesome trust able tell difference 90hz refresh rate phone 120hz refresh rate anyother ohone battery backup phone also awesome get whole lot day backup even using phone intensively 90hz refresh rate camera price range disappoint get detailed photo primary lens get super cool ultrawide shot lens let wait con part two camera dual front selfi camera job effectively selfie aur groufie cherry top oneplus promised year android update year security patch phone phone future proof getting 5g ready phone price con buy phone intensive gaming purpose 765g processor fall behind bit behind camera good best macro lens depth sensor back useless frank opinion frame phone plastic trust notice personal opinion go phone surely love according go 12gb ram 256rom variant find review helpful please consider like review,negative
first look cool much weight easy use open web page app want go back easy option go back 12gb ram wasted working like 6gb ram mobile heart saying return product,very negative
phone 5phone fantastic everything expected box open seal box though item fine inside might duplicate well good exp prebooked phone box1,neutral
opted exchange redmi note pro purchase oneplus nord 8gb modal impressed oxygenos bloatware free camera pro oxygenos give good user experience android mobile 90hz fluid amoled display camera image processing good mobile using back main camera nightscape slow motion video front camera stable video recording optical electronic image stabilization support 5g network sure going launched india snapdragon 765g 5g chipset support 5g network midrange performance con camera depth macro photo especially mp macro lens giving poor quality output suggestable user prefer heavy gaming like pubgi find con nowcolor tint issue found mobile screen light dims le priority gaming could considerable option,neutral
received faulty device first received phone speaker working,neutral
first wanna thank amazon delivery service deliver product right time want gift sister oneplus match range go without doubt except poor camera quality eveything superb snapdragon 765g fast 90hz display superb getting screen tilting problem low light user reported one low point feel premium side made plastic go without second thought edit review day use,very negative
really disappointed performance battery good charging time late given company device display quality also good,neutral
hey guy go spec detail reading read spec got 2nd august hour use say decision wait worth phone great one plus indeed flagship killer manufared oppo india serious piece advice people considering buyingoppo reno 4dont waste money instead get nord seen year oppo charge atleast 10k premium device even year old processor get sd765 instead sd720 even nord top varient cost 5k le reno shit considering realme x3 pro zoom nothing special except fact wanna buy go sd855 seriously consider buying nord coz apart sd855 nord better every department realise difference whether day today task heavy gaming,very negative
love camera quality color phone work smoothly impressed also online sale 4th got today swift delivery,neutral
camera selfi camera great back camera medium quality great like pro tried gcam mobile image quality increase performance blazing fast like sd difference noted using daily usage notice difference heavy gaming heavy task 765g processor speaker loud enough job price phone dont expect like flagship speaker u put volume volume speaker low increase volume speaker volume increase suddenly volume sound come noise battery got sot hr 90hz battery lost easily one day using camera battery drain faster display great display like 7t black deep tint issue display colour accurate viewing angle great google apps dark mode grey colour dont decide tint issue google apps use dark wallpaper decide ur tint issueverdict heavy gamer camera centric user mobile u apart camera speaker great phone mainly value money,neutral
waste money satisfied poor camera quality poor product quality better buy redmi mobile,very negative
always want oneplus mobile one good mobile,negative
expected lot struggling justify obliviously pre ordered got 4th aug keeping hype aside decent phone latest feature average performance area camera sound bad like u heard initial review fact truly awesome distortion low light indoor click also tint issue far widely reported definitely going miss ear phone jack memory card slot new oneplus nord obviously genuine 5g phone though india yet upgraded level per key challenge experiencing currently nord average touch response though offer amoled screen 90hz refresh rate problem reflecting actual network signal strength nord good option gamer battery performance absolutely average w warp charge power adapter blessinghope oneplus soon come software upgrade reduce impact due challenge user looking high performing flagship mobile nord could king satisfies aspect still mid rage king,neutral
first thing first impressed amazon delivery service coming nord got hype easily recommendable use regular phone social medium business purpose great gamers think buy compare option last thing last overall performance fast enjoying oxygen o,very negative
big jump budget phone one plus nord skeptical buying high price phone without discount open pack felt relived build quality superb feel solid photo quality plus plus took photo dark crisp clear colour photo look natural attractive never looked handsome need time explore pro feature overall plus plus wife loved phone thats biggest plus,neutral
like phonecompany say replacement cancellationthis cheating,very negative
delivered today branding level improved sticker box mobile lite weight color extremely premium screen quality 7t let wait detail feedback hope good,neutral
bad experience buy product mobile display lighting dull compare redmi mobile mobile heating camera quality worst buy product want mobile please reach nearby oneplus showroom use mobile satisfied buy product unsatisfied product,very negative
value money spending 30k one plus phone providing u feature get 22k phone plus point one plus 5g ready 12gb storage phone shared picture oneplus click 18k phone real pro feel real realme bttr phone compair oneplus,very negative
lot expectation device destroyed hour camera literally bad mean really really bad display tent issue turn brightness fast charging support take hour approximately get full charge speaker sound good would say okay extremely disappointed return,
phone good give review correct amazon ready display web side amazon need sell phone,very negative
suppose first one receive beast amazon arrived damn early expected talking phone display 90hz fluid amoled display amazing resist use longer time 5processor since lot hype new sd765g support 5g put way support intensive gaming well played pubg lag open game flash gaming mode gamers handle everything smoothly 5camera tested lot yet though main camera good op8 camera great one might think work good though price argue wide angle good well nightmode used till post well test 5battery till awesome 4115mah battery sufficient day work include gaming might want charge twice day ok bang 5charging 30t wrap charging quite fast 5ui want anything else get oxygen o best class superior factor consider op phone classy b authentic op design 5design build nice build fit perfectly hand gorilla glass front back plastic side issue anyway 5overall powerful package op would say worth hype go color like preferred grey onyx box included oneplus nord rcc card high quality transparent case case literally good want one case case need future p yr confirmed o upadte moreover already ota update switch device camera bug fix amazing work op awaiting pre order gift voucher,negative
star display green purple tint clearly visible daylight without even going dark room reducing brightness even black bar clearly visible dark theme iphone oneplus better panel star amazon seller darshita electronics delay order preordered 28th received 8th whereas people ordered prime day sale got phone quicker never pre order definitely amazon,very negative
one worst front camera recent day apart deal price,neutral
received oneplus nord grey gb variant trust guy amazing worth every rupee,very negative
firstly lot review towards camera course flagship price paying well worth balanced experience expect flagship level want buy specific phone catered like rog gaming etc smooth fluidic screen movement fast performance 12gb ram decent camera 4k feature speaker volume loud sound clear,neutral
phone received today bought mother seems like lot software experience expected smooth lag faced would loved headphone jack instead camera accessory good tried camera gcam mod result comparable pixel phone battery life good expect last day sure,neutral
one plus quality recived condition,neutral
pre booked july got delivered aug4 day use felt 90hz added factor watching 1080p movie high end gaming first time charging took lot time second time 10mins charged primary reason purchasing nord camera spec advertised copied onplus8 failed impress think camera borrowed budget phone definitely oneplus quality expected sharpness image image blurred zooming image quality par redmi note3 sound quality borrowed cheap china mobile expected oneplus felt battery getting drained fast normal usage hope oneplus listening nord user concern addressed oxygen os11,neutral
worst experience oneplus phone display serious black bar green tint issue cannot ignored oneplus 6t user issue device till dear oneplus request oneplus fan requested return refund thanks amazon refunding policy,very negative
perfect mobile everyonein mobile good pic clear light weight smoothy touch sound good mobile12gb ram 256gb speed love mobile muchin budget great mobile nord seriessuperb performance,neutral
bad phone asked return refused return phone mentioned feeling bad,very negative
nord delivered 2nd august week review pros1 fluid amoled display hz display rate give display exactly eye need soothing experience using redmi note pro year oxygen o feel heavenly bought gray onyx version look really premium mobile really fast smooth genuinely impressed face unlock speed mobile fingerprint scanner also fairly fast mom oppo a5 mobile smaller one set feel surprisingly handy first oneplus charging cable adapter really impressed charging speed result done mobile switched minute minute minute minute first op alert slider impressed well pro gamer mobile fnatic mode game yet test actually gaming experience fairly good zen mode liked touch lot reminds u life outside mobile reading mode another thing liked read lot like ebooks much even scrolling google learning life cycle genetic composition coronavirus black white mode feel soothing eye neutral1 camera know prime requirement many please look review voracious camera user view would unfair reader review give low light taking photo hand shake picture come little hazy cons1 battery yes many people oneplus community raised issue well write issue use mobile normally mobile go day even play game battery try handle would call performance average however switch hotspot battery drain like flowing river downhill mountain task laptop ethernet connection issue kindly keep mind knew coming mm jack everyone love although speaker loud stereo speaker would better issue yes get better processor price issue sd card support wish frame plastic conclusioni emphasize much much liking mobile like watching anime movie even youtube screen feel like bliss among con written still live battery draining issue reason gave star redmi note pro handled hotspot better mobile know possible fix ota update sincerely request user op nord check battery backup comment want note personal review thank reading quite long review regret buying sure,very negative
writing review month usage phone work really fine lag allpros display really awesome 90hz smooth fast refresh rateoxygen o experience awesomefast charging e charge upto minsvideo quality great due oiscamera quality improved beginning due time time update oneplusfingerprint reader face unlock work fastmobile network calling really good low network areascons headphone jackbattery drain really fast used continuously long timefront camera seem 32mp could better software update,very negative
worst service ever day purchase got software problem phone clem warranty service center told r bill software issue without permission heated mobile asking payment mobile phone showcase purchased phone 28000rs,very negative
first let clarify nord disturbing tinge issue hyped medium slight purple color appears use dark lowest brightness look good instead disturbing pretty certain using setting ever overall product really good build phone premium main camera selfie camera good macro waste though take better macro shot main camera fond photography bother presence absence oxyzen o always 90hz display battery warp charge make good product recommend buy phone missing headphone jack might bother using blutooth earphone okay overall impression good phone get 25k,very negative
display tint issue modelamazon refused replace phone,very negative
issue list phone call screen get locked unlock anything like disconnect call every call get notification phone getting updated battery drain drastically min heating issue heat using message phone call charging heat upto c battery going get damaged soon call log missing last week call log also missing bluetooth disconnect issue headphone bud health tracker watch bluetooth device quite embarrassing youtube video stuck halfway internet mean video voice go like old tv wifi speed low laptop show speed nord speed speed mobile show speed message delivered late otp get received hour sometime apps permitted parallel apps mostly generic need specific app charger red cable type c pin also heat high charging camera open sometimes click wait photo captured without blur front back camera even point still photo upto mark night photo atall upto mark oneplus nord tested mobile market oneplus agree tested many issue deficiency list 5mm jack display tint issue device external memory slot infrared use remote tv music system smart light home oneplus oxygen o contact phone dialer apk missing google contact dialer lot issue stable oneplus oxygen o message apk missing oxygen o phone contact dialer message apks actually signature oxygen o without oxygen o clearly incomplete like half meal plastic body automatic call recording big deficiency talked oneplus gave reason deficiency oneplus nord reason sound satisfactory mostly every reason oneplus gave silly excuse consolidated list see anything missing please add comment issue raised oneplus bit nothing turned resolved visited oneplus service center nothing resolved discussed oneplus customer care feedback given complaint given issue given log screenshot oneplus asked spent many many hour inform oneplus every issue mentioned issue please reply back reach oneplus team post oneplus absolutely nothing resolve dirty truth scenario,very negative
worst,
good phone best camera many mode getting phone got update warp charging fast enough display highlight front camera soo good okay quality got delivered today whole best buy mobile reasonable rate got 12gb variant fast,neutral
pre ordered waited like anything arrived time everything fantastic nord except display color leak know call shared image video go faulty product,very negative
first confused review youtubers say best phone segment oneplus oxygen o dam smooth simple clean ui camera work excellent go hype blue marble look like realme type grey color look like flagship oneplus minute full charging pubg working good ping also decent playing,neutral
buying camera suggestion buy phone compared one plus photo getting blured nord,neutral
like phone much smooth good audio video missed one thing audio jack today day one update review week day review phone super smooth first week feel battery dying fast software fixed update getting full day battery backup play pubg alot lag frame drop issue display like people saying nord experience awesome phone,very negative
oneplus nord get 1st1smooth famishing2 asswom picture quality3 battery life good4 12gb ram gb5 5g ready6 greay colour nice7 photo quality assurance nice8 battery charging quick fast9 good10 price high oneplus,negative
dont fall oneplus marketing hype recieved damaged oneplus nord unboxed back cover seperated frame black patch phone never switched irony oneplus claim website droped shocked shook sunburned take quality seriously phone ripped apart inside box dead phone end fooled u infact u research nord also facing display bluetooth issue besides inferior construction got know already made purchase guy one say dont buy oneplus u wise enough take call say dont fall trap marketing hype create wise dont fooled,very negative
worst phone,
totally devastated received product defective one getting hanged switched multiple time automatically stuff dont kno whether product replaced poor amazon,very negative
nord journey amazon jul pre ordered nord jul recd pre ordered kit include shirt ar invite sticker jul prebook nord aug received nord open sell start waiting mail containing 2nd gift voucher code amazon received new update oxygen o immediately switched phone shared quick review nord hr heavy use pro oxygen o latest android built quality good gorilla glass protection front back brighter display 90hrs refresh rate quad camera setup good day light photography duel selfie camera light weight easy grip yr regular software update yr security update battery backup quite good 5g processor 765g winner segment sim working fine sound quality nice working gine bullet wireless z connectivity issue heating issue noticed use w warp charger charging speed similar op pro fingerprint scanner fast con minor display issue negotiable bar visible towards front camera extreme low light condition zero brightness condition hope solve software update oneplus already mentioned community page need improvement low light photography front camera side pannel made plastice meterial chance scratch future u use case noticed line top side phone applying creator case dolby atmos mm jack one updated feature oneplus launcher setting noticed nord still missing op pro,very negative
display working expect oneplus pas qa delivered customer display turning got mobile pre booking returned asked replacement said replacement stock eventhough regular stock sale worst mobile buying experience ever,very negative
got mobile 1st impression minimal design useless app got o update camera statisfied currently using poco f1 even though nord quad rear cam latest sensor image grainy poco f1 produce much better image within 2hours review product update using sometimes,very negative
nice phone green tint issue noticeable percente brightness annoying star rest good also photo artificial light give pale colour skin,neutral
watching one plus nord blue marbleit buttery smooth device oxygen o fingerprint reader quick fast fingerprint recognise sometimesamoled fluid display 90hz good smooth viewing ankle white background also showing reflection rainbow effectvideo content viewing awesome enjoyable old honor pro content natural colour alert slider useful function device must haptic feedback device better side lag built quality mix plastic glass many youtubers say metal always best yes feel premium hand feel anything difference normally use case glass finsish awesome comfortable light weight hand preference one hand usage rear camera ois video footage awesomeultra wide steady pretty cool2 digital mode giving pink greenish tint processing error glitch many photo issue update noticed fix ota update front camera update came still camera dept fixedcamera photo processing take second time fast flagship midranger flagshipdepth cam decentmacro camera actually included 2mp phone 20k chinese brand instead 13mp telephoto lens would improved cam completelyafter update front camera improved alot click better low light image still processing take secondsnothing much talk macro mucu improvement gcam installed feature ultrawide fixed need stable version soon monospeaker loud steroe mean would better hand cover side sometimesbattery backup hr sot normal usage browsing youtube standby u get full day almost juice left30watt dartcharging take around minsmany issue fixed ota update coming month preference gaming camera centric personone plus decent overall device device perfect everything come flawsi play cod work 60hz ultra max setting without issue sdowngrade slight pinkish tint bottom device side bottom grey background dialer side brightness search depthand seeing btw keep checking negative avoid device update reduced limit display calibration still persist gray background side bottom display tint le visible lockbox error selecting file still update also gallery filemanager take second load photo video 5mm jack missing atleast could included adaptor box purchase know sound output youtube video getting cropped zooming cinematic best accurate transparent phone case recieved started becoming yellow week know tried cleaning still got kapaver blue case truely awesomestarted using white theme google dialer dialer still see pink tint grey background dialer camera improved slightly updatebattery backup sot get hrsand full day charge plug evening min boom chargedi picked device strict budget 30k choice realme x2 pro k20 pro 7t budget year old device preference clean o normal social medium usage performance oriented one plus 7t much better choice everything pro consrecent review 7t negative battery backupone plus trustable brand5g le take half 2yr come india usa device min 3yrsso hope wont disappoint geekbench single core 1909multi corehappy nord device,neutral
charging video calling simple net browsing return replace policy defective product inspection guy say amazon fetch money pocket allows replacement amazon satisfied issue indirectly one take risk approve internal issue afraid amazon doesnt get satisfied like able satisfy inspection guy inspection guy wish want issue get resolved else live defective product,very negative
well let talk feature performance phone first pre ordered phone first oneplus device using best thing like phone oxygenos buttery smooth lag testing device since week over all performance phone good processor bit le like expect flagship processor like snapdragon term pricing choose 765g 5g ready future proof let talk camera quality well testing camera lit trust color pixel bright good like daylight picture fabulous gaming find lag issue heating issue 1080p recording smooth stable tested stability video superb let talk display amoled display awesome 90hz screen refresh rate make everything buttery term scrolling haptic feedback also great typing let talk con could go snapdragon plastic frame make phone premium headphone jack overall would rate phone,neutral
using several day noticed issues1 image processing taking time clicking image need keey hand stable otherwise image get blurred3 low light photography poor4 battery draining faster even 60hz refresh rate sometimes network drop lost internet connection second restore issue resolved update oneplus concerned customer keep asking issue community page buy gamer phography want balanced smooth device,neutral
poor display also vibration slider working properly bad experience op,
pros1 software experience awesome cons1 poor camere performance battery drain quickly3 lagging found using apps swipe,neutral
almost everything get 30k price range oxygen o best android skin right experiencing 30k deal breaker smartphones snapdragon series processor 30k bloatware free except oneplus buy phone love nice ui great display good camerasabsolutely recommend phone anyone want phone 30kprovding headphone jack type c would good,negative
reading review think people looking flagship phone 30k price tag upgrading phone almost every couple year flagship flagship got nord 6t huge difference phone mention pro con pro oneplus company listens customer minor bug software fixed update got using phone week oxygen o feel fast paired 90hz display snd765g people memory channel instead usually case snd845 travelling speed varies due phone look feel premium promised even feel plastic body unless super strong rough user buy phone display lot better op 6t even though paper display color density per ppi higher nord phone made india even though company chinese still employing people india target increased unemployment rate lucky software fresh get already wait november get always on display android con camera performing great sure flagship performance instead complaining wait update see pixel series software camera matter week usage feel battery 6t mentioned android would probably fix think bad review unjustified give fair review phone people using mi poco vivo whatever think company listens customer like oneplus look online look op idea website company genuinely care customer unlike company paying almost flagship experience company delivers exceptionally well hope review helpful help enjoy new phone,very negative
never thought oneplus brand degrade low camera quality definitely disappointed performance front rear camera instead front rear given atleast proper camera job disappointed oneplus,neutral
found many glitch phone instagram work properly phone get hung using different apps fun phone totally disappointed information still inserted sim card bad,neutral
display display good watching full hd video youtube gallary display good 5battery life charging one time hour screen time hour run put charging one hour watche movie youtube gallary continue hour good battery backup 5camera quality video quality camera back camera front camera camera bad even photo look good internet speed use jio sim got download speed mbps use jio fiber 150mbps plan got 17mbps feel good 5sound quality speaker average sound good always use headphone 5oxigen o like o ad feel good 5finger print face unlock slow 5mobile look feel anything plastic body bad feel mobile primium look goodreasons buy mobilegood displaygood internet speedgood batteryfast charging5g futureoxigen osmobile look goodreason buy mobilecamera badspeaker much good averagefinger print face unlock slownote play game mobile downloaded game 1gb feel game run smoothly uninstalled game mobile gamer,very negative
phone ok drawback,negative
review using phone day pro premium build quality feel awesome look touch smooth fast full charge hour everything working fine like gaming email office work calling ane apps rear camera excellent detailed picture quality 12gb ram gaming feel transferring heavy data one folder second con little bit heavy ftont camera one plus samsung phone someone using oppo vivo poco phn feel front camera clear show real image filtered phone width little le mm compared op phone,neutral
following review device pro display amazing oxygen o really clean good easy use alert slider button helpful charging fast con camera bad really bad daylighting back primary camera take good pic camera useless back wide angle lens shoot really soft picture cant zoom crop picture turn grainy depth macro place holder good use performance okayish feel lag normal usage scrolling twitter feed google news feel start showing lag jerk camera clicking picture still need second click picture properly need keep camera position even clicking pic second picture blurry speaker good high volume low clarity push volume start cracking battery performance good either requires another round charging pm phone defective charging issue sure whether battery performance waiting replacement ready spend 30k really want oneplus device ready sacrifice sub par camera setup go ahead else try look device,negative
happy owner oneplus nord negative point please must see buying heavy userfingarprint reader ok camera upto mark 30k mobileif say life good using 90h screen refresh rate white screenbut battery decent using 60h refreshrate dark modei heavy user battery running one day settingsif accidentally dropped due plastic frame brake durable today aug happened,neutral
loved device oneplus said delivered snappy feel fast screen great got sot day charged pretty fast well little stress test end running multiple heavy application running benchmark well temperature increased quite impressive ufs drag camera overhyped good advertised would suggest phone anyone coming mid range device want flagship like feel closest competitor device pixel 4a iphone se lastly nord experience mere device buy,very negative
bad performance upgrade mi a1 brilliant mobile one plus nord bad performance camera fully unclear photo front rear camera also,neutral
worst product,
descent mobile feel premium awesome display hrz referesh rate fingure scanner lightening fast front camera clarity amazing however back camera need software improvement especially low light photography portrait mode fast charging take approximately minute design could better camera module centre square shape camera module top left better discharge faster overall good mobile phone,neutral
