review,sentiment
working finebest phone rangelooking looking phone younger brother tight budget search many phone went market market offline phone sold got amazon see available flipkart another platform 8000other alternative phone range low quality processor gorilla glass screen c type charging range cannot find anywherephone premium look,very negative
bought jul last day huge problem like battery getting fast phone getting hanged sometime someone calling phone screen getting totally black message sometimes shown dragbox touching finding inbox invisible totally hopeless bought total waste money,very negative
good dual camera phone price range battery mah performs like mah camera good best thing screen nice inch display similar high value mobile brand sky white colour best among three perfect budget phone till date,neutral
posting review using month cheap quality intarnal material used ex camera sensor bluetooth etc realized experiencing following unexpected problem screen hanging bluetooth connecting earlier connecting leaf mark shadow icon screen element used previous application even accessing contact content mobile charger get heated like anything min chargingquality getting cheaper number user increasing company eye maximizing profit conclusion,very negative
exactly day replacement th day phone display go went service centre asked replacement said nit possible done change display model given much dissatisfied purchase,very negative
think mobile delivered today defective working condition surprised like reputed e com amazon india type delivery hamper name fame please file case written compaint seller,very negative
redmi 8a dual 3gb 32gb mobile average performance available fingerprint reader battery life performance also average 5000mah battery going full day normal usage camera quality also average upto mark slow motion video option main thing many add apps unnecessary getting notification totaly average performance good thing mobile getting usb type c fast charging support available,neutral
smartphone mother using day assure xiaomi arranged great deal time pass new smartphones competitor remember time current scenario completely recommend buy phone budget 10k ordered 3gb 32gb sea blue variant got delivered within day thanks amazon phone support watt fast charging mah battery face unlock unexpected price range snapdragon processor eligible hard work would recommend use phone basic,neutral
important tip buy 3gb version run free fire apps without lag mobile good without lag till buy mobile playing high config game processsor graphic hardware average quality battery huge mobile charging realme 20w charger took around hour front back camera good price segment expect quality like 15k mobile screen come corning gorila extra thin screen protector phone face unlock good sometimes work low light completely ok 8k mobile main thing like phone useless apps uninstall trust apps government banned many mi apps xiomi read store every activity apps use google apps secure data personal detail btw still reliable mi11 o also read data mi apps c one read opening use xiomi phone carefully store bank information password,neutral
called grey colour stock required colour shown customer give colour problem colour bad,very negative
upgraded 7a 8a series released three month earlier version battery 5000mah seem showing lot difference 4000mah previous 7a negative weight phone little heavier previous one blue color look great phone easy hold add back cover grip camera good front camera lot ai took picture back front camera front looked bright lot brightness call quality good sound almost like nokia quality video look good dropped old phone time absolutely damage body phone function use face lock comment,neutral
phone boot sure quality check gone product unfortunately able return product time return window got lapsed running mi brand store get product replaced spoke amazon customer care seller willing replace product got window good phone even boot quality testing done phone worst exp amazon seller asking replacement could ope n product time due medical issue,very negative
redmi 8a dual review01 screen recorder pixelated distortion camera quality mp front rear mp camera pro advantage sound reasonably good loud picture video display quality good one audio recording decent quality image editing filter upto mark wireless fm radio advantage distortion wavy08 charging charger battery capacity drainage come watt charger phone support watt charging09 uninstallable pre loaded apps phone overall look feel nice memory get gb gb alarm phone wake advantage decently audible13 bluetooth wifi work fine tried fingerprint reader dual app second space split screen network seems okay far still wonder get edge edge display redmi logo besides come shady hue version simple sleek black white could simple though seem design rear wonder wow factor thanks amazon,neutral
phone good average user say one need streaming apps whatsapp facebook similar app love phone everything per expectation would surely liked product made india model received made china battey backup good much camera come 13mp good business point view face recognition working time fingerprint scensor okay people like u storage enough 53gb gb ram work well apps mentioned,neutral
defective product started auto shutoff completion return date purchased 12th july problem started 25th july surprisingly 24th july last date return much disappointed purchasing many product amazon check thoroughly delivering cost reputation,very negative
third xiaomi product purchasing time highly disappointed 8a phone different redmi 7a except quite bulky hold better battery life come c type charger redmi 7a lot better 8a term design go blue coloured one 8a co funny shade seen picture camera claim 13mp lens quality even 8mp samsung phone also poor setting much beautifying filter make everything look lighter shade polished cartoon like xiaomi used deliver top notch quality phone camera price range launched phone time period xiaomi compromising lot camera quality touch response handset received slow also refusing return product instead giving replacement phone want contacted amazon customer care asking u place return accepting second replacement complication return first right away make everyone take double risk travel time pandemic,very negative
take online class video voice must clear mobile slim light weight put tripod needed rough tough high performance phone within budget constraint c type charging pin mean long pin life battery backup superb speaker sound quite loud slim body vibrant colour look smart camera enough fulfill need amateur photographer display handling quite good normal apps work smoothly use phone gaming whatsapp facebook youtube etc work well 64gb storage 3gb ram enough,neutral
pro great battery backup display quality good processor powerful enough daily task gaming phone type c charging port 10k support fast charging con fingerprint reader pre installed bloatware normal charger instead fast charger average camera good daylight overall decent phone college student family member,neutral
great phone low budget looking low budget phone go provide fully satisfaction prosbattery life awesome build quality good display also good price range consit finger lock sencer face lock slow ok price range back cover unavilable box find review helpful like guy,neutral
defective product received many user phone ghost touch problem seems issue phone model also general redmi phone apparent several online forum since noticed problem return period amazon ready extend support problem aggravated since phone dial number open apps first time life faced hardware issue brand new phone redmi qc seems lax need take service centre really annoying send new product servicing left without phone spending hard earned money,very negative
average phone disappointed amazon havent mentioned country origin china,neutral
writing review using device month delivery super fast pro big display battery charging mah battery last upto 2 1 2 day normal usage support 18w fast charger also usb type c cable excellent price range look feel entry level smartphone polycarbonate back decent good grip also corning gorilla glass protection front face unlock feature smartphone fingerprint sensor face unlock quite reliable work well con processor gone snapdragon sd439 old processor bloatwares add device also bloatwares like mi community helo app banned indian government overall good upgrade redmi 7a price range want entry level smartphone one good,neutral
great product 10k range personally loved though finger print sensor beautifully designed used bought father n love battery life 5000mah huge camera quality good range definitely give try,neutral
phone beautifully designed including patterned plastic back dewdrop notch design battery life good could better since miui much get apart ad ui hard turn lot invasive bloatware adware also camera quality average need dual cam setup front cam average think gone 9i also screen protector cover box,neutral
bought new redmi dual 8a amazon technical issue handset functioning various screen key pad function start functioning without even touching handset amazon willing replace handset waste money,very negative
got defective product today pluged earphone work thought ear phone faulty tried new one work tried earphone another phone working returning period also good thing rarely use earphone tried earphone today first time found product faulty got lot anger mistake check starting day ya worthy criticized instead sometimes touch respond instantly got problem later,neutral
everything good mobile processor little bit slow also u use many application simultaneously mobile go slow disappointed chinese application still default uninstall mi browser mi music mi pay cleanmaster mi video xiaomi wheather etc chinese application banned india company xiaomi india also remove chinese application overall recommended u r heavy user battery backup good type c charger support 18watt fast charging pro mobile,neutral
fingerprint sensor available face unlock feature available value money phone price range exchanged old htc device cost around r 2gb variant built quality good feel solid hand sky white colour look pretty decent beautiful hand cannot expect good gaming performance device tried playing pubg lite free fire suitable gamming best part battery back usb type c charging port fast charging option available satisfied face unlock feature considered good option secondary handset overall value money product,neutral
likes1 screen size qwality2 battery3 sound output well speaker noise4 front camera5 latest softwaredislikes1 camera big dislike bad camera2 finger print sensro3 face unlock4 hang issue5 dont go gb ram hang like hell6 user interface isnt good nd easy,very negative
product working slowly keyboard working properly trying return product showing eligible product delivered 4th march within month issue coming feeling really bad,very negative
read review buying mobile thought give luck using day mobile screen keep touching part screen phone hang lot pubg run good time lot time lag checked battery performance setting screen consuming battery make battery drain rapidly replaced got replacement tampered mobile box however packing tempered surprise used mobile fingerprint former user found mobile screen charger mi seal broken re pasted delivered seller think oversmart keep distributing used mobile customer checked mobile condition good outside internet connectivity poor go beyond 350kb 2am midnight jio 4g go beyond 2mbps time mobile phone also charger heated charging within minute 18w power charger got defective used product replacement want refund satisfied mobile conclusion lucky enough mobile work day replacement period maximum day later repent choice better put 2k get better mobile redmi 8a dual,neutral
budget beastno word describe new redmi 8a especially stunning look amazing display water drop notch look premium design seen k segment samsung xiaomi awesome camerai used 4a 7a come 8a totally changed camera ai powered camera give excellent output even low light condition worth oooohincredible battery hulky5000 mah class leading battery give approximate two day normal use without charging twice much bulky hand weight optimized wowperformance worldgames movie chatting shooting compromise multitasking smoothly run octa core chipset snapdragon excellent price point amazing octa core 6k omg main disadvantage noticed notification led,positive
battery okcamera goodbut missing warranty cardwhy cheated like fruaders,very negative
ok phone brought got good exchange price old phone purchase redmi 8a dual speed ok phone hang sometimes camera ok call quality battery life superb display good budget phone one defect ir blaster working redmi 8a dual since day one one irritating mi asks permission store data track almost everything use phone would rate ok purchase got exchange old phone,negative
simple smartphone good smartphone camera average included pro mode battery backup excellent charged day ago used normal internet dual 4g native video calling wifi hotspot without gaming till display good lag good face detection overall consider price actually,neutral
battery life good fast charging take hour charge completely look really good well far performance amazing camera good well overall excellent phone price range refer youtube review well feature deficiency explained detail,positive
product detailed information mentioned product would made india delivered product made china know company china however thought product getting manufactured india please put correct information product detail,very negative
utmost thing battery backup camera good good light condition low light camera blurry speaker good sound double tap screen wake vowifi available selected operator network reception also good phone little bit heavy good led notificationat last would say phone best value phone xiaomi ui bug ridiculous,neutral
good mobile price get sd439 day day job definitely gaming amongst camera get price highlight battery absolutely killer easily give screen time plus hr mixed usage support fast charging however watt charger supplied box without headphone understandable price,neutral
good budget mobile basic usage like attending online class listening music watching video normal browsing limited gb ram allow multitasking gaming obviously expect phone price feature really amazing like p2i coating gorilla glass wireless fm make strong durable phone,very negative
lot research buying budget best phone found market big fan redmi cost effective good short term use phone okay expect much sound quality good battery life also good required basic feature camera great need good camera dont go phone heating charging go fit budget overall okay,negative
redmi 8a dual worst mobile market phone serious lag issue home page freeze time time got replacement complained lag issue second piece turned worst first stuck brick mobile forever complaint replacement amazon sent service expert unaware phone problem came saw yelled blabbered left telling phone fine according day time keep visiting mi service centre day day,very negative
worth money used mi phone earlier work fine one useless slow open multiple app time phone hang2 even opening youtube application phone take close seconds3 battery last appx day normal usage4 lot ad pop irritating5 camera bad earlier mi 5a take better picture phoneoverall unhappy product using since day,very negative
returned third day delivery hanged first use lol camera average process average fingerprint reader hang record video using snapchat whatsapp honestly even r get much much much much better experience exaggerating,very negative
one feature phone wherein tab three time screen see zoom view enabled found lagging issue phone also screen got freeze time option face diffuculty dial phone need type like number series camera performance disappoint day lite ok say average night compete zero color capturing also good happy design give rich look touch smooth also allows delete preinstalled game application okay price cost emi option thank,neutral
phone got slow one week use wanted replace replace window closed camera battery average like 13mp 5000mah device suitable play game even ludo started lagging open ludo shut app home display become blank second worst experience dear amazon team please help replace device,neutral
rear camera quality average main problem auto focus camera struggling focus object wireless display feature problem wireless display frequently disconnected smart tv o become unstable sometimes need reboot option recover phone failed upgarde miui complete download around gb fails update miui,very negative
nshct rp s rddm n apn aap k km kmt m bhtr phcrs evm kvltt mbil kpn k rp m sthpt ky h prnt kmpttshn k ckkr m rddm n sst prtts istml krn shr kr dy h yh vjh h k rddm k phns k kvltt ghttt j rh h redmi 8a m mike k ghtty kvltt isk ek nmn h m redmi 8a k s bh jyd phn m vh mike problem dkh ck h vioce klyr nh aat feel like old day chinese mobile phoneplj khrdn s phl ek br k bh dsr k mbil k istml krk dkh l totally disappointed time,very negative
bought phone wife phone screen damaged offer amazon time price seemed like great deal note spec say 2gb ram 32gb storage samsung user sure experience would however happy report aside hitch phone excellent 2gb may seem le never noticed issue using fb youtube cannot recommend intensive gaming casual use like watching video etc fine havent tested selfie cam yet front cam pretty good fingerprint sensor even though phone support fast charging fast charger provided earphone basically phone regular charger ensure remove preinstalled bloatware banned chinese software finally excellent mah battery last almost whole day active use phone perfect casual user,very negative
ordered mother good phone average user good con phone keep hanging multitasking done like opening apps time battery life also good built quality finishing good pro snapdragon processor range handy phone,neutral
nice phone expected negative side belongs chinese company part payment reach chinese sub 10k price range phone snapdragon processor 64gb phone memory phone fingerprint unlock face unlock battery last day average normal use camera also good decent portrait mode background blur gimmick good budeget phone still little upset supported chinese,neutral
first ordered mobile 6th july got 9th july mm jack issue mobile ordered return got new mobile 13th july return mobile till 20th july 22nd july faced another issue new mobile apps opening closing nither close app switch mobile example surfing fb suddenly get closed suddenly open even mobile automatically start typing comment box want tell pls go mobile,very negative
purchased product cause one plus broke get repaired time needed spare phone emergency bought product considering cost factor never used redmi product since redmi claim product cost wanted give try expected worst performance phone talking performance equal premium smartphone talking basic use touch worse tap automatically make usage phone nightmare restart multiple time fix issue temporarily u never know error occurs major thing device turn sudden nowhere wont turn cost nobody know happened factory reset device device factory mode never buy redmi product price rather get good quality product even pay little money recommend product coming company,very negative
lot useless manufacturer google apps open box feel like using someone else phone additionally cant uninstalled hog gb gb space left gb using two sims cant even insert memory card store pic music whatever ad everywhere open apps even system apps add greet come fingerprint senser battery life decent let see work month ugly screen tint default reason every time restart set tint turn auto brightness idk fault right screen guard back cover included box norm manufacturer comparing honor 8c bought last year roughly price phone resolution massively inferior honor even though claim x pixel disappointed underwhelmed purchase keeping cheapest phone 32gb 3gb category amazon save money buy entry level phone still feel personalised fed proprietary device linux mobile distros cant come soon enough,very negative
inch screen hd display gorilla glass smooth swipe touch gesture though ai technology camera average overall good budget phone come android though like oreo version overall good budget phone,neutral
bought phone midnight grey review post youtube channel found good gave grandmotherso let start reviewing pro conspros biiiiiiger battery yes u read right come great battery life mah battery2 camera come rear dual 13mp 2mp yeah good price selfie camera also good3 charging come type c charger support upto 18w fast charging surprisingly charger supplied box 10w charger4 miui run android miui great optimization mi also said android update miui screen good price point watching videoscons ir blaster yes read right ir blaster mi never skipped sensor2 processor pack average processor snapdragon great processor heavy user gamers beware user3 speaker loud averageps im editing video point video ready add link youtube channel detailed informationthank,neutral
worst phone ever purchased gb ram lag lot full version kine master designing apps tried trial two mi phone pic attached samsung huawei phone gb best first mi phone disappointed phone using huawei samsung gb ram varient best till date year rugged usage even micromax 3gb ram faster mii suggest go samsung mi best used samsung huawei ram battery management best samsung micromax huawei,very negative
redmi 8a dual balanced phone price rangeadvantages processor sd2 display3 build quality4 battery life5 face unlock6 type c charging fast chargingdisadvantages front rear camera quality mark slightly avg quality hope redmi fix software update picture stabilization mark sound quality given slightly better big issue interface miui lot add deadly apps come pre installed garbage removed software update overall looking low budget phone parent usage purpose child study purpose right one battery larger processor good day day life usage display much better face unlock fast redmi remove garbage apps overall star phone 8k,neutral
dislike phone fingerprint reader poor time start becomes blur screen got shake automatically poor camera quality money go vain totally rubbish product buy chinese two chinese phone working worst lying please see image video uploaded,very negative
little hard use one hand keyboard seem one handed mode split screen feature screen brightness make first smartphone used minimum brightness satisfactory use dark room dark mode reading mode option quite helpful screen also resistant damage certain extent battery cannot removed seems fair amount ingres protection lastly come usb c charging cable little short charge well enough,very negative
ordered product september got sep day display stop working image display show multiple image floating time even able read atleast word properly time seems normal time working brought sibling attending online class product absolutely useless phone brought flipkart site none kind working properly thought product amazon might better quality site think wrong lost believe amazon contacted customer service told service exicutive inspect phone proceed think fair executive reach house two day inspection decide need refund item brought product another company somewhere else file case consumer court issue mi amazon india cheating discussed advocate,very negative
basic phone money add 2k 4k opt another model redmi note pocco m2 positive best 5k excellet battery good display use online class negative finger print camera biggest issue expected rear cam little bit hang 2gb ram go gb ram cannot use hard gaming phone,very negative
bought product exchange exchanged old redmi pick guy verified mobile picked home surprisingly one day called said glass broken never noticed sure cant say day mobile asking return acceptable know wht mobile broken could rejected pick like,very negative
phone good option range lack fingerprint scanner camera quality good heavy phone difficult keep itnin hand id using long lying bed worth buying made india sticker also sure real,neutral
first glance happiest person bought phone r joy however short lived charger failed work went return option customer executive suggested test via blancco app done thereafter assigned technician visit place inspect phone ala technician turn respond call meantime phone frequently began hang misbehave cursing fate worst ever phone come across waste money repent decision buy phone please take advice seriously redmi 8a dual phone turn face red anger,very negative
purchased mobile july within seven day mobile battery draining fast want return faulty mobile return window closed amazon help,neutral
using xiaomis product note launch satisfied performance well manufacturing india box contains information made india 1st time bought phone doesnt made india logo clearly written phone made china expected redmi india cannot afford budget segment phone manufacturing country,neutral
problem getting auto boot since day one recently flashed android since shuts auto take firm press power button boot u every hr quite fun never buy mi product life first n last time cheap chinese re incarnation claiming made india really believe quality packed,very negative
budget choice bought phone totally killer con signal reception good fingerprint scanner pro display battery awesome issue battery backup atfirst later turned may thing automatically running background battery unbelievably good mom totally happy,neutral
price range good buy phone look elegant sleek camera good outdoors sunlight dark space perform well price worth ad ridden o bit irritating warranty void one install custom rom easy handle carry feel heavy even 5k battery face overheating issue far never play game nothing comment front screen clarity good brightness sunlight also issue overall good buy month may get better model,very negative
used many phone budget segment renowned brand always skeptical redmi xiaomi hard make decision buying phone honest totally moved display look usage totally power package amazing thing getting mah battery le 8k easily run day full charge average usage also come 18w fast charging support display blow mind look quite good could better drawback fingerprint sensor must phone budget camera quality okay lastly using device last day feel lag though come 2gb ram credit redmi amazing optimisation go without single doubt mind budget right,neutral
bad experience day working properly many time using ohone automatically close apps return home screen hang restart make work,neutral
using 2gb 32gb variant using since day found problem yet hanging lagging downloaded game mb played result fantastic neither hanged became hot playing charging speaker sound pretty good camera quality superb good lighting condition mainly day time one say 8k phone looking camera performance due sd processor battery backup good conclusion phone people game addict love photography know budget phone performance lag free day day usage importantly uninstall disable preloaded apps use,neutral
modem phone slow give half actual speed phone give speed 90mbps wifi whereas phone give mbps network getting le mbps lte network camera average,very negative
go phone unless budget low phone aby fingerprint scanner fast charger come box neither come back case screen protector headphone buy separately camera quality also good suggestion spend 2k extra go good phone,very negative
would like start prospros unboxing first feel look awesome aura x grip design back device superb considering price range give premium feel holding device hand big inch ip lcd display resolution 720x1520 viewing angle good come support sunlight display mean outdoors one problem viewing device due large screen content consuming good dot notch top middle screen annoy watching video playing game display also come gorilla glass protection rare price segment protects device extent scratch drop device come p2i nano coating mean save device splash water certain extent dip water water resistant device come snapdragon processor based 12nm process chipset go 2ghz performs day day task gaming easily pubg lite pubg mobile run smoothly device pubg lite go maximum resolution balanced high frame rate whereas pung mobile go upto balanced medium frame rate game run smoothly without lag stutter device powered 5000mah battery give backup upto dy average usage heavy gamers content viewer device give backup upto day single charge device come 10ww charge charge 10w charger take around 2hr 30min charge 18w charger take around 2hr camera back mp ai dual camera ai scene detection good fast backgroung blur portrait mode good selfie camera 8mp ai camera also support portrait mode blur could better camera support 1080p recording 30fps come face unlock pretty fast proper lighting condition con camera could better ir blaster missing notification led missing fingerprint reader missing camera struggle low light condition come miui full bloatwares ad disabled stopped warning non chinese smartphone user buy phone com pre installed chinese apps banned indian government bu fix ota update worry opinion using device would recommend device buyer budget everything good update also quick timely problem device,very negative
week usage nice battery backup nice display qualitygood soundnice camera quality budget big displayface lock available however fingerprint scanner said box support wireless fm support wireless fm need connect headphone fm frequency support fast charging useful thing overall nice phone buy thanks amazon exchange offer,neutral
got new redmi phone overall phone per feature quality camera per advertisment selfie camera better back camera understand back camera previously samsung phone mega pixel camera clicked well sincere request buyer looking good camera go,neutral
good smartphone come usb type c 5000mah battery good vivid screen gorilla glass protection good camera dual rear camera 8mnp selfie camera u find smartphones budget segment noted compare high budget smartphones camera 10kand last latest android update released india latest miui way next month2gb variant performs well ram remains time usagethis good buck performs give feature u cannot find smartphones smartphones available sure preform per new smartphones redmi 9a redmi even also feature come downgraded rebranded processor,neutral
