review,sentiment
kind request everyone looking device buy unless live area network strength strong network fluctuating time hardly get 4g forgot volta main issue camera day saw dust inside camera lens dust brand new phone amazon customer care told day care anything talk samsung customer care samsung care say go nearest service center service center vale say submit phone see aatmnirbhar ke chakkar apna chutiya mat katva lena bhaiyo although battery good display premium,very negative
wonder samsung used loved smartphone brand world first samsung phone exchanged previous damaged phone online 2k spending one whole month researching best phone 15k finally got figured chose galaxy m21 youtube video comment helped take wise choice got deal r got delivered day plenty reason chose m21 honour country heroesmonster batterygreat display trust samsung brand namebetter cameralesser weight polycarbonate back premium look rather fancy nancy cheap plastic bodytype c chargerthe processor debate wonder honest answer yes pls take third opinion claim exynos processor lame say bad awesome definitely decent play smooth extreme balanced ultra without issue even full heavy usage hour continiously battery sufficient fast charging work easily charge every night going sleep turn middle night super tip common problem phonesupdate o avoid heating restart issue happens m21 even 60k phonesnever use phone cleaner battery saver app use inbuilt power saving option turn bluetooth location etc neededdon charge even reaching close apps needed especially close playing game uninstall least used appswhoever read comment trust click amazon buy button without fear one perfect ish smartphone 15k category friend phone feel like hold jewel hand,very negative
doubt loving samsung ordered 25th may got delivered 27th may one thing consider smartphone excels display camera quality battery life processor powerful even close sd term gaming use gfx tool lowering resolution graphic stuff low fps set ultra applying gfx tool setting play pubg hell lot better stable fps dont try extreme fps unstable stock pubg setting facing tremendous lag stutter fps drop even lobby cant say gb model try cod usually dont play pubg lite play fine smooth extreme option verdict u much gaming play clash clan adjust setting pubg go ahead buy pubg top priority go vivo u20 realme redmi note,very negative
review 6gb 128gb varient pro really amazing phone peformance wise smooth like iphone battery last three day even wifi bluetoooth connected almost hour day high end game running without lag dual speaker music play loud heating issue depth camera really cute must experience believe corrila glass part perfectly scraches even rough one month usage screen resolution amazing super amoled really superb finger print senson fast con apart depth camera camera upto mark ok unprofessional use recommended selife freakouts phone little heavey due mah,very negative
still using old galaxy phone like galaxy j2 think galaxy m21 would make logical sense samsung galaxy m21 although phone excels many front two favorite feature remain battery life quality display month back samsung successfully made big battery smartphones accessible m series mid range tough segment crack competition like xiaomi realme samsung know critical segment right given current situation consumer price sensitive ever uncertain time new galaxy m21 make lot sense closer look like use galaxy m21 past week samsung galaxy m21 specification inch fhd samoled display exynos processor 4gb 6gb ram 64gb 128gb storage 48mp main camera 5mp depth 8mp ultra wide angle 6000mah batery 20mp front camera 188grams 9mm thick android oneui 0samsung try different galaxy m21 fine let clear many thing say galaxy m21 phone look exactly like galaxy m31 galaxy m21 polycarbonate back like galaxy m31 people may find interesting never felt like using cheap plastic phone phone 6000mah battery design build seem perfect also liked fact phone feel heavy bulky considering massive battery inside device however feel galaxy m series phone become bit dull term design frank none matter user coming galaxy j series older generation samsung phone although phone excels many front two favorite feature remain battery life quality display 000mah battery galaxy m21 go managed last one half day standard usage pattern includes browsing web listening spotify email checking facebook twitter light gaming since phone battery last long want worry taking charger quick charge charger fill phone battery minute another aspect m21 liked display big phone inch full hd display since phone us amoled display contrast level great black level absolute even though lot mid range phone day offer amoled display one made samsung better display somehow found screen absolutely fine reading ebooks watching youtube web browsing way small u shaped notch annoy anymore annoy lot beginning soon becomes part scenery speaking performance galaxy m21 powered exynos chipset find galaxy m31 samsung used processor many mid range phone going testing chipset get job done able open popular apps like facebook twitter tiktok device without issue try run many heavy game could slow performance phone run android samsung done good job oneui review unit 4gb ram 64gb storage get great camera system one area think phone fall flat get 48mp primary camera sensor alongside 8mp ultra wide camera 5mp depth camera 48mp main sensor hit miss sometimes photo look great time photo come focus say camera bad consistent galaxy m21 take bright shot case image lack richness even though phone let take ultra wide angle shot bokeh shot impressed comparison galaxy m31 galaxy m21 pale camera department change though galaxy m21 20mp front camera surprisingly worked well indoors outdoors galaxy m21 performs similarly galaxy m31 mean phone 6000mah battery identical processor display even design galaxy m21 noticeably lack however camera par galaxy m31 still lot love galaxy m21 still using old galaxy phone like galaxy j2 think galaxy m21 would make logical sense,very negative
worst product take much time chargehow person charge al10 hr fully charge battery insane able replace item amazon must liable product,very negative
camera quality average slow fingerprint battery little bit better hr charging,neutral
order mobile amazon first 1month experience great good quality camera best battery average fingerprint month mobile give charging problem mobile charge call help amazon say go samsung care one help product damage harrssing u buy amazon,neutral
course battery display awesome charger soo fast okay decent performance dissappointed camera upto mark photo quality achhi nhi lgi doesnt capture detail even good night low light photography video focus worst,neutral
reading lot review regarding network issue m31 m21 bit skeptical buy m21 using huawei honor phone excellent call quality network reception using honor 6x honor play thinking buying honor 9x pro found support google play opted began researching brand came across galaxy m21 feature promising negative review regarding network held back chance happened come across video youtube regarding lte 3g 2g setting m21 bingo knew problem without waiting longer ordered smartphone receiving using day glad decision correct fact call quality network reception m21is much better honor phone using long time reason network issue arises inserting sim starting m21 o phone selects lte 3g 2g option mobile network default using jio sim jio 4g chance 4g signal becomes little weak phone search 3g 2g signal call network signal may drop get cut altogether since jio 4g select lte option phone latch 4g signal even becomes little weak jio sim network issue suggest select lte option mobile network access point name open vertical dot reset default immediately reboot restart phone hope help,very negative
got samsung m21 comparing price rangepros display good camera good daylight con charging heat like hell battery document 6000mah real performance definitely 6000mah3 camera quality low light good4 surfing net half upper portion phone get heated processor average6 phone hang even searching contact key work power key switch switch afterall compairing company price range phone ok,neutral
july 45am product major network issue none sims getting network phone signal always show either service emergency call put day diagnosing problem still persists really frustated doubt feature phone really good camera speed sound p want problem addressed first also provide solution asap contact whenever required take data amazon database,very negative
start hotspot phone try connect laptop fails make hotspot phone laptop connects instantly phone hotspot keep rotating cursor say connect network need urgent help otherwise get replaced,very negative
used last day according usage battery backup good good like 6000mah samoled screen best price range design wise ergonomically fit hand processor powerful time noticed occasional lag heating issue detected sometimes front camera area worry high sometimes fingerprint sensor working fastly otherwise good according cost wise best mobile especially samsung,neutral
facing issue network connection 4g network stable whereas stable old phone otherwise good phone,neutral
one word best purchased may till phone performance superb guy go realme redmi vivo oppo,negative
never fan customized android phone mostly preferred phone stock android looking new phone manufacturer earlier phone support security update required work apps email second samsung phone launched nexus compared earlier phone feel little big heavier well perhaps could due battery far nothing complain would liked price comparable redmi model got one r 14k seller claim r 2k discount bothered pay r 16k sure redmi note come around r 12k similar configuration would bought redmi phone review made feel suspicious stand point made india constraint one hey made india selfie camera samsung say u mp definitely better model using android constraint looking android phone one important thing support dark mode reputed manufacturer well samsung leader go much wrong brand minor irritant setup process feel though using samsung smart switch app way get data existing phone want use setup wizard slightly different stock android version backup previous android phone google used well however setup take long time compared stock android version location back recent app button navigation bar swapped install button remapper app swap button samsung try push apps account sign avoided like plague deleted unnecessary apps prefer nova launcher app feel home installing app short customization back wanted,very negative
feature liked phone ringtone camera great user feel missing like e negligible added feature phone overpriced heavy hold inconvenient handle worst part amazon return policy suggested exchange instead another brand choice amazon accept return mobile case though processed refund mobile lying wondering happy choice purchase amazon would henceforth make resolution buy mobile store physically checking display piece,very negative
literally amazed product expect display graphic good budget con live prosdisplayandroid ossmooth graphicscamerabatterypriceconsback panel build qualityface recognition functional low light,neutral
best phone buy 15k range samsung brand sale service great phone 48mp quad camera click great natural picture brand samoled display increase video movie streaming experience battery charge day heavy us well information con phone back made plastic see scratch use back cover long con found hand brand give full hd samoled display 6000mah battery natural camera sale service price segment happy suggest,neutral
review using month phonedemerits charging problemmostly take hr full charge sometime charge only10 hour2 internet speed meter available3 private safe space available photo videos4 maximum brightness even low give proper view high sunlight5 wifi wps available6 work properly low wifi range le wifi catching capacity7 applock available8 heating problemmerits good battery2 camera quality also good3 screen display excellent4 fingerprint sensor also excellent5 samsung chineseneither indian company chinese made assembled indiaafter con pro overall phone good neglect minor problem want good battery display samsung may buy samsung ka etne feature ka koi b phone se ssta nhi milega,neutral
looking gaming mobile m21 choice pro display brand namecons camera third class using realme pro 16mp camera way better m21 camera selfie camera pathetic working like 2mpafter update camera worst guess processor good game normal graphic lagging think pubg possible device ram management pathetic battery drain quicker compare 6000mah played car simulator believe guy l graphic pathetic even kept high dolby atmos joke samsung realm pro way better sound output come device speaker earphone clarity camera auto mode pro mode worst buy guy go better option seriously telling believe good review giving honest review product buy play game bother camera,very negative
buying product waste money single phone cost rupee quality performance poor cover glass phone purchase market cost approach rupee battery performance ram camera quality poor showing 6000mah 6gb megapixels beyond limit actual feature le comparison quality setsi interested product,very negative
m21 ratting battery ratting camara rating front rear camara charge time ratting prosser rating gaming ratting amolated display rat delivery ratting purchased big brother happy overall valuy money thanku seller sir thanku amazon,very negative
delivery received around 4pm night mode fine camera fine tap screen pic nearby one face lock finger print fine need update usage battery good within hr usage came turned data updating device gaccounts sharing etci play game video downloadingno bad thing system update present update april 1st security patch received 1st feb update inserting single sim card showed two sim card inserting showed apps need update sucking data first time much bad experience amazon giving star battery showing error wow mrp selling update battery performance soon,very negative
bought product day charging happening gave mobile samsung service center repaired handed within day main issue samsung price usually charged 4k extra compare mi1 star defective mobile5 star samsung customer service,neutral
product wast never buy m21this moblie wast money moblie get hanged offen got first samsung moblie first non chinese moblie quite upset performance hence buy m21 4gb atleast even tube vedio get stuck offen guess mobile phone week processor take lot time open ggoogle chrome jio fiber net even idea net work aswell pls buy m21 feel cheated lot problem phone worst mobile ever got life,very negative
samsung m21 manufactured india even brand korea happy move mind xiaomi mi samsung war lesson china pledge boycott china product review good phone long battery life feeling touch amazing value money,neutral
review new samsung m21 using smartphone month give comment help guy make decision categorise review based following point built quality display camera performance software battery build quality nice looking phone standard build quality nothing fancy back plain standardised back side glossy finish well built keeping mind mah battery feel quite light hand sturdy phone handle accidentally drop sometime want get fully packed phone price range good phone buy build quality display know samsung make great display also inch water drop notch mailed display amazing price range bought phone great display camera mostly watch video phone great experience even touch response also good samsung phone amoled display mah battery great combination camera camera highlight price range samsung capture good photo good balance color natural sharp photo color photo saturated take good photo m21 mp front cam mp back camera take amazing photo samsung live focus provide amazing feature samsung ui brilliant providing u amazing feature camera performance samsung performance quite balanced exynos series processor much gaming occasional gaming disappoint specifically gaming check product better processor price range day day usage performs good samsung hi provides great performance processor getting good camera bigger battery sufficient powerful processor software samsung ui great ad altogether great feature really useful check video feature samsung ui like samsung standardised ui great easy use smooth battery battery mah battery expect day battery life normal user day full use heavy user lot gaming movie video watching battery give star samsung great work keeping phone light weigh also massive battery inbuilt great phone price range fully packed samsung phone,neutral
